Fav,Reg,Dog,FavID,FavID2,Fav_elo,DogID,DogID2,Dog_elo,Season,Week
NA,NA,NA,1354,St Ignatius,NA,652,Glenville,NA,2008,12
NA,NA,NA,1498,Strongsville,NA,1016,Mentor,NA,2008,12
NA,NA,NA,730,Hoover,NA,350,Twinsburg,NA,2008,12
NA,NA,NA,650,GlenOak,NA,268,Brunswick,NA,2008,12
NA,NA,NA,716,Hilliard Davidson,NA,1741,Worthington Kilbourne,NA,2008,12
NA,NA,NA,1572,Upper Arlington,NA,1254,Pickerington Central,NA,2008,12
NA,NA,NA,396,Colerain,NA,1638,Wayne,NA,2008,12
NA,NA,NA,1142,Northmont,NA,522,Elder,NA,2008,12
NA,NA,NA,980,Mayfield,NA,724,Archbishop Hoban,NA,2008,12
NA,NA,NA,922,Madison,NA,1522,Tallmadge,NA,2008,12
NA,NA,NA,1203,Olentangy Liberty,NA,710,Highland,NA,2008,12
NA,NA,NA,1512,Sylvania Southview,NA,856,Lexington,NA,2008,12
NA,NA,NA,1348,Columbus St Francis DeSales,NA,962,Marion-Franklin,NA,2008,12
NA,NA,NA,902,Louisville,NA,888,Logan,NA,2008,12
NA,NA,NA,1719,Winton Woods,NA,810,Kings,NA,2008,12
NA,NA,NA,1528,Tecumseh,NA,118,Anderson,NA,2008,12
NA,NA,NA,1614,Walsh Jesuit,NA,346,Chagrin Falls,NA,2008,12
NA,NA,NA,146,Aurora,NA,738,Hubbard,NA,2008,12
NA,NA,NA,150,Avon,NA,406,Columbian,NA,2008,12
NA,NA,NA,214,Big Walnut,NA,1012,Memorial,NA,2008,12
NA,NA,NA,472,Dover,NA,1432,Canton South,NA,2008,12
NA,NA,NA,870,Licking Valley,NA,1264,Poland Seminary,NA,2008,12
NA,NA,NA,1420,Sheridan,NA,502,Eastmoor Academy,NA,2008,12
NA,NA,NA,890,Logan Elm,NA,364,Chillicothe,NA,2008,12
NA,NA,NA,1488,Steubenville,NA,310,Cardinal Mooney,NA,2008,12
NA,NA,NA,1560,Tuslaw,NA,1246,Perry,NA,2008,12
NA,NA,NA,606,Fostoria,NA,636,Genoa Area,NA,2008,12
NA,NA,NA,1214,Ottawa-Glandorf,NA,1260,Pleasant,NA,2008,12
NA,NA,NA,968,Martins Ferry,NA,1566,Union Local,NA,2008,12
NA,NA,NA,1100,New Lexington,NA,760,Ironton,NA,2008,12
NA,NA,NA,394,Coldwater,NA,1190,Oakwood,NA,2008,12
NA,NA,NA,158,Badin,NA,132,Archbishop Alter,NA,2008,12
NA,NA,NA,1580,Ursuline,NA,642,Gilmour Academy,NA,2008,12
NA,NA,NA,436,Crestview,NA,812,Kirtland,NA,2008,12
NA,NA,NA,1234,Patrick Henry,NA,1742,Wynford,NA,2008,12
NA,NA,NA,862,Liberty-Benton,NA,134,Archbold,NA,2008,12
NA,NA,NA,1270,Portsmouth West,NA,220,Bishop Ready,NA,2008,12
NA,NA,NA,1696,Wheelersburg,NA,866,Liberty Union,NA,2008,12
NA,NA,NA,369,Cincinnati Hills Christian Academy,NA,1682,West Jefferson,NA,2008,12
NA,NA,NA,958,Marion Local,NA,1644,Waynesville,NA,2008,12
NA,NA,NA,732,Hopewell-Loudon,NA,1058,Mogadore,NA,2008,12
NA,NA,NA,1374,St Paul,NA,992,McDonald,NA,2008,12
NA,NA,NA,100,Ada,NA,1228,Pandora-Gilboa,NA,2008,12
NA,NA,NA,316,Carey,NA,1358,St John's,NA,2008,12
NA,NA,NA,1306,River,NA,1540,Trimble,NA,2008,12
NA,NA,NA,934,Malvern,NA,1406,Shadyside,NA,2008,12
NA,NA,NA,1004,Mechanicsburg,NA,430,Covington,NA,2008,12
NA,NA,NA,852,Lehman Catholic,NA,324,Catholic Central,NA,2008,12
NA,NA,NA,1354,St Ignatius,NA,652,Glenville,NA,2009,12
NA,NA,NA,1428,Solon,NA,980,Mayfield,NA,2009,12
NA,NA,NA,306,Canton McKinley,NA,650,GlenOak,NA,2009,12
NA,NA,NA,350,Twinsburg,NA,1624,Massillon Washington,NA,2009,12
NA,NA,NA,474,Dublin Coffman,NA,1674,Westerville South,NA,2009,12
NA,NA,NA,716,Hilliard Davidson,NA,1254,Pickerington Central,NA,2009,12
NA,NA,NA,1388,St Xavier,NA,522,Elder,NA,2009,12
NA,NA,NA,1026,Middletown,NA,118,Anderson,NA,2009,12
NA,NA,NA,824,Lake Catholic,NA,304,Canfield,NA,2009,12
NA,NA,NA,736,Howland,NA,138,Ashland,NA,2009,12
NA,NA,NA,1350,Toledo St Francis DeSales,NA,152,Avon Lake,NA,2009,12
NA,NA,NA,342,Central Catholic,NA,944,Maple Heights,NA,2009,12
NA,NA,NA,962,Marion-Franklin,NA,1211,Olentangy Orange,NA,2009,12
NA,NA,NA,888,Logan,NA,258,Brookhaven,NA,2009,12
NA,NA,NA,1554,Turpin,NA,1550,Trotwood-Madison,NA,2009,12
NA,NA,NA,1719,Winton Woods,NA,1528,Tecumseh,NA,2009,12
NA,NA,NA,310,Cardinal Mooney,NA,738,Hubbard,NA,2009,12
NA,NA,NA,1264,Poland Seminary,NA,724,Archbishop Hoban,NA,2009,12
NA,NA,NA,1348,Columbus St Francis DeSales,NA,1534,Tippecanoe,NA,2009,12
NA,NA,NA,224,Bishop Watterson,NA,1080,Napoleon,NA,2009,12
NA,NA,NA,1488,Steubenville,NA,1392,Salem,NA,2009,12
NA,NA,NA,472,Dover,NA,1162,Northwest,NA,2009,12
NA,NA,NA,1414,Shawnee,NA,890,Logan Elm,NA,2009,12
NA,NA,NA,1744,Wyoming,NA,1062,Lemon-Monroe,NA,2009,12
NA,NA,NA,346,Chagrin Falls,NA,828,Lakeview,NA,2009,12
NA,NA,NA,644,Girard,NA,1724,Woodridge,NA,2009,12
NA,NA,NA,508,Eastwood,NA,1214,Ottawa-Glandorf,NA,2009,12
NA,NA,NA,636,Genoa Area,NA,1210,Orrville,NA,2009,12
NA,NA,NA,114,Amanda-Clearcreek,NA,426,Coshocton,NA,2009,12
NA,NA,NA,760,Ironton,NA,706,Heath,NA,2009,12
NA,NA,NA,388,Clinton-Massie,NA,804,Kenton,NA,2009,12
NA,NA,NA,132,Archbishop Alter,NA,318,Carlisle,NA,2009,12
NA,NA,NA,446,Cuyahoga Heights,NA,702,Hawken,NA,2009,12
NA,NA,NA,436,Crestview,NA,1580,Ursuline,NA,2009,12
NA,NA,NA,1234,Patrick Henry,NA,720,Hillsdale,NA,2009,12
NA,NA,NA,1532,Tinora,NA,874,Lima Central Catholic,NA,2009,12
NA,NA,NA,614,Fredericktown,NA,1696,Wheelersburg,NA,2009,12
NA,NA,NA,1186,Oak Hill,NA,1300,Ridgewood,NA,2009,12
NA,NA,NA,1352,St Henry,NA,1688,West Liberty-Salem,NA,2009,12
NA,NA,NA,394,Coldwater,NA,120,Anna,NA,2009,12
NA,NA,NA,732,Hopewell-Loudon,NA,1742,Wynford,NA,2009,12
NA,NA,NA,1374,St Paul,NA,1058,Mogadore,NA,2009,12
NA,NA,NA,1358,St John's,NA,854,Leipsic,NA,2009,12
NA,NA,NA,100,Ada,NA,316,Carey,NA,2009,12
NA,NA,NA,934,Malvern,NA,250,Bridgeport,NA,2009,12
NA,NA,NA,1406,Shadyside,NA,681,Grove City Christian,NA,2009,12
NA,NA,NA,430,Covington,NA,958,Marion Local,NA,2009,12
NA,NA,NA,602,Fort Loramie,NA,1452,Southeastern Local,NA,2009,12
NA,NA,NA,1428,Solon,NA,148,Austintown-Fitch,NA,2010,12
NA,NA,NA,652,Glenville,NA,1346,St Edward,NA,2010,12
NA,NA,NA,1006,Medina,NA,1360,St John's Jesuit,NA,2010,12
NA,NA,NA,350,Twinsburg,NA,1704,Whitmer,NA,2010,12
NA,NA,NA,1254,Pickerington Central,NA,1674,Westerville South,NA,2010,12
NA,NA,NA,716,Hilliard Davidson,NA,1480,Springfield,NA,2010,12
NA,NA,NA,1638,Wayne,NA,336,Centerville,NA,2010,12
NA,NA,NA,396,Colerain,NA,1388,St Xavier,NA,2010,12
NA,NA,NA,1522,Tallmadge,NA,138,Ashland,NA,2010,12
NA,NA,NA,824,Lake Catholic,NA,736,Howland,NA,2010,12
NA,NA,NA,1394,Sandusky,NA,944,Maple Heights,NA,2010,12
NA,NA,NA,976,Maumee,NA,1204,Olmsted Falls,NA,2010,12
NA,NA,NA,962,Marion-Franklin,NA,214,Big Walnut,NA,2010,12
NA,NA,NA,1544,Tri-Valley,NA,822,Lake,NA,2010,12
NA,NA,NA,1719,Winton Woods,NA,1550,Trotwood-Madison,NA,2010,12
NA,NA,NA,810,Kings,NA,1074,Mount Healthy,NA,2010,12
NA,NA,NA,1224,Padua Franciscan,NA,274,Buchtel,NA,2010,12
NA,NA,NA,1384,St Vincent-St Mary,NA,310,Cardinal Mooney,NA,2010,12
NA,NA,NA,224,Bishop Watterson,NA,526,Elida,NA,2010,12
NA,NA,NA,392,Clyde,NA,406,Columbian,NA,2010,12
NA,NA,NA,964,Marlington,NA,870,Licking Valley,NA,2010,12
NA,NA,NA,472,Dover,NA,1420,Sheridan,NA,2010,12
NA,NA,NA,1414,Shawnee,NA,510,Eaton,NA,2010,12
NA,NA,NA,998,Archbishop McNicholas,NA,1322,Roger Bacon,NA,2010,12
NA,NA,NA,936,Manchester,NA,1010,Memorial,NA,2010,12
NA,NA,NA,346,Chagrin Falls,NA,828,Lakeview,NA,2010,12
NA,NA,NA,378,Clear Fork,NA,636,Genoa Area,NA,2010,12
NA,NA,NA,534,Elyria Catholic,NA,1210,Orrville,NA,2010,12
NA,NA,NA,760,Ironton,NA,712,Highland,NA,2010,12
NA,NA,NA,706,Heath,NA,218,Bishop Hartley,NA,2010,12
NA,NA,NA,388,Clinton-Massie,NA,804,Kenton,NA,2010,12
NA,NA,NA,796,Jonathan Alder,NA,132,Archbishop Alter,NA,2010,12
NA,NA,NA,1580,Ursuline,NA,1174,Norwayne,NA,2010,12
NA,NA,NA,812,Kirtland,NA,446,Cuyahoga Heights,NA,2010,12
NA,NA,NA,134,Archbold,NA,874,Lima Central Catholic,NA,2010,12
NA,NA,NA,720,Hillsdale,NA,1234,Patrick Henry,NA,2010,12
NA,NA,NA,1186,Oak Hill,NA,1048,Minford,NA,2010,12
NA,NA,NA,614,Fredericktown,NA,1696,Wheelersburg,NA,2010,12
NA,NA,NA,158,Badin,NA,394,Coldwater,NA,2010,12
NA,NA,NA,1682,West Jefferson,NA,369,Cincinnati Hills Christian Academy,NA,2010,12
NA,NA,NA,450,Dalton,NA,992,McDonald,NA,2010,12
NA,NA,NA,1058,Mogadore,NA,848,Ledgemont,NA,2010,12
NA,NA,NA,1358,St John's,NA,100,Ada,NA,2010,12
NA,NA,NA,990,McComb,NA,1060,Mohawk,NA,2010,12
NA,NA,NA,1406,Shadyside,NA,934,Malvern,NA,2010,12
NA,NA,NA,250,Bridgeport,NA,1090,Newark Catholic,NA,2010,12
NA,NA,NA,1052,Minster,NA,958,Marion Local,NA,2010,12
NA,NA,NA,852,Lehman Catholic,NA,430,Covington,NA,2010,12
NA,NA,NA,1016,Mentor,NA,1428,Solon,NA,2011,12
NA,NA,NA,1354,St Ignatius,NA,1346,St Edward,NA,2011,12
NA,NA,NA,1704,Whitmer,NA,306,Canton McKinley,NA,2011,12
NA,NA,NA,1606,Wadsworth,NA,740,Hudson,NA,2011,12
NA,NA,NA,716,Hilliard Davidson,NA,1572,Upper Arlington,NA,2011,12
NA,NA,NA,1254,Pickerington Central,NA,876,Gahanna-Lincoln,NA,2011,12
NA,NA,NA,1026,Middletown,NA,1056,Archbishop Moeller,NA,2011,12
NA,NA,NA,396,Colerain,NA,1388,St Xavier,NA,2011,12
NA,NA,NA,1614,Walsh Jesuit,NA,1326,Roosevelt,NA,2011,12
NA,NA,NA,1522,Tallmadge,NA,146,Aurora,NA,2011,12
NA,NA,NA,150,Avon,NA,342,Central Catholic,NA,2011,12
NA,NA,NA,406,Columbian,NA,1410,Shaw,NA,2011,12
NA,NA,NA,962,Marion-Franklin,NA,214,Big Walnut,NA,2011,12
NA,NA,NA,1544,Tri-Valley,NA,1086,New Albany,NA,2011,12
NA,NA,NA,1550,Trotwood-Madison,NA,1616,Wapakoneta,NA,2011,12
NA,NA,NA,810,Kings,NA,1554,Turpin,NA,2011,12
NA,NA,NA,346,Chagrin Falls,NA,1281,Ravenna,NA,2011,12
NA,NA,NA,824,Lake Catholic,NA,1384,St Vincent-St Mary,NA,2011,12
NA,NA,NA,1348,Columbus St Francis DeSales,NA,526,Elida,NA,2011,12
NA,NA,NA,392,Clyde,NA,502,Eastmoor Academy,NA,2011,12
NA,NA,NA,1488,Steubenville,NA,310,Cardinal Mooney,NA,2011,12
NA,NA,NA,472,Dover,NA,1046,Minerva,NA,2011,12
NA,NA,NA,1414,Shawnee,NA,402,Thurgood Marshall,NA,2011,12
NA,NA,NA,762,Jackson,NA,796,Jonathan Alder,NA,2011,12
NA,NA,NA,644,Girard,NA,226,Black River,NA,2011,12
NA,NA,NA,1210,Orrville,NA,1174,Norwayne,NA,2011,12
NA,NA,NA,804,Kenton,NA,636,Genoa Area,NA,2011,12
NA,NA,NA,508,Eastwood,NA,218,Bishop Hartley,NA,2011,12
NA,NA,NA,1344,St Clairsville,NA,426,Coshocton,NA,2011,12
NA,NA,NA,794,Johnstown-Monroe,NA,760,Ironton,NA,2011,12
NA,NA,NA,1644,Waynesville,NA,352,Chaminade-Julienne,NA,2011,12
NA,NA,NA,369,Cincinnati Hills Christian Academy,NA,388,Clinton-Massie,NA,2011,12
NA,NA,NA,812,Kirtland,NA,624,Garaway,NA,2011,12
NA,NA,NA,1378,St Thomas Aquinas,NA,436,Crestview,NA,2011,12
NA,NA,NA,864,Liberty Center,NA,1234,Patrick Henry,NA,2011,12
NA,NA,NA,708,Hicksville,NA,862,Liberty-Benton,NA,2011,12
NA,NA,NA,1742,Wynford,NA,1270,Portsmouth West,NA,2011,12
NA,NA,NA,1586,Valley,NA,434,Crestview,NA,2011,12
NA,NA,NA,1600,Versailles,NA,394,Coldwater,NA,2011,12
NA,NA,NA,1260,Pleasant,NA,1682,West Jefferson,NA,2011,12
NA,NA,NA,1668,Western Reserve,NA,934,Malvern,NA,2011,12
NA,NA,NA,1406,Shadyside,NA,1751,Youngstown Christian,NA,2011,12
NA,NA,NA,854,Leipsic,NA,990,McComb,NA,2011,12
NA,NA,NA,1358,St John's,NA,298,Calvert,NA,2011,12
NA,NA,NA,1514,Symmes Valley,NA,172,Beallsville,NA,2011,12
NA,NA,NA,278,Buckeye Central,NA,222,Bishop Rosecrans,NA,2011,12
NA,NA,NA,958,Marion Local,NA,100,Ada,NA,2011,12
NA,NA,NA,602,Fort Loramie,NA,1052,Minster,NA,2011,12
NA,NA,NA,1346,St Edward,NA,1016,Mentor,NA,2012,12
NA,NA,NA,1354,St Ignatius,NA,1154,North Royalton,NA,2012,12
NA,NA,NA,1624,Massillon Washington,NA,306,Canton McKinley,NA,2012,12
NA,NA,NA,1704,Whitmer,NA,740,Hudson,NA,2012,12
NA,NA,NA,717,Hilliard Darby,NA,1255,Pickerington North,NA,2012,12
NA,NA,NA,716,Hilliard Davidson,NA,1202,Olentangy,NA,2012,12
NA,NA,NA,396,Colerain,NA,522,Elder,NA,2012,12
NA,NA,NA,836,Lakota East,NA,1056,Archbishop Moeller,NA,2012,12
NA,NA,NA,802,Kenston,NA,360,Chardon,NA,2012,12
NA,NA,NA,1326,Roosevelt,NA,146,Aurora,NA,2012,12
NA,NA,NA,406,Columbian,NA,150,Avon,NA,2012,12
NA,NA,NA,342,Central Catholic,NA,926,Madison Comprehensive,NA,2012,12
NA,NA,NA,1544,Tri-Valley,NA,1086,New Albany,NA,2012,12
NA,NA,NA,302,Canal Winchester,NA,962,Marion-Franklin,NA,2012,12
NA,NA,NA,1554,Turpin,NA,608,Franklin,NA,2012,12
NA,NA,NA,1719,Winton Woods,NA,1550,Trotwood-Madison,NA,2012,12
NA,NA,NA,346,Chagrin Falls,NA,1281,Ravenna,NA,2012,12
NA,NA,NA,738,Hubbard,NA,1384,St Vincent-St Mary,NA,2012,12
NA,NA,NA,1080,Napoleon,NA,272,Bryan,NA,2012,12
NA,NA,NA,190,Bellevue,NA,1240,Perkins,NA,2012,12
NA,NA,NA,1264,Poland Seminary,NA,472,Dover,NA,2012,12
NA,NA,NA,1680,West Holmes,NA,1488,Steubenville,NA,2012,12
NA,NA,NA,402,Thurgood Marshall,NA,622,Gallia Academy,NA,2012,12
NA,NA,NA,1414,Shawnee,NA,144,Athens,NA,2012,12
NA,NA,NA,256,Brookfield,NA,936,Manchester,NA,2012,12
NA,NA,NA,1174,Norwayne,NA,860,Liberty,NA,2012,12
NA,NA,NA,218,Bishop Hartley,NA,1156,North Union,NA,2012,12
NA,NA,NA,1214,Ottawa-Glandorf,NA,636,Genoa Area,NA,2012,12
NA,NA,NA,1344,St Clairsville,NA,1256,Piketon,NA,2012,12
NA,NA,NA,760,Ironton,NA,794,Johnstown-Monroe,NA,2012,12
NA,NA,NA,388,Clinton-Massie,NA,164,Batavia,NA,2012,12
NA,NA,NA,1042,Milton-Union,NA,1176,Norwood,NA,2012,12
NA,NA,NA,812,Kirtland,NA,436,Crestview,NA,2012,12
NA,NA,NA,1580,Ursuline,NA,446,Cuyahoga Heights,NA,2012,12
NA,NA,NA,874,Lima Central Catholic,NA,862,Liberty-Benton,NA,2012,12
NA,NA,NA,1234,Patrick Henry,NA,404,Columbia,NA,2012,12
NA,NA,NA,1586,Valley,NA,1742,Wynford,NA,2012,12
NA,NA,NA,1186,Oak Hill,NA,866,Liberty Union,NA,2012,12
NA,NA,NA,394,Coldwater,NA,1688,West Liberty-Salem,NA,2012,12
NA,NA,NA,1504,Summit Country Day,NA,430,Covington,NA,2012,12
NA,NA,NA,1058,Mogadore,NA,1668,Western Reserve,NA,2012,12
NA,NA,NA,934,Malvern,NA,1751,Youngstown Christian,NA,2012,12
NA,NA,NA,990,McComb,NA,298,Calvert,NA,2012,12
NA,NA,NA,1370,St Joseph Central Catholic,NA,1358,St John's,NA,2012,12
NA,NA,NA,454,Danville,NA,222,Bishop Rosecrans,NA,2012,12
NA,NA,NA,1090,Newark Catholic,NA,1540,Trimble,NA,2012,12
NA,NA,NA,100,Ada,NA,1352,St Henry,NA,2012,12
NA,NA,NA,1052,Minster,NA,958,Marion Local,NA,2012,12
NA,NA,NA,652,Glenville,NA,180,Bedford,NA,2013,12
NA,NA,NA,248,Brecksville-Broadview Heights,NA,922,Madison,NA,2013,12
NA,NA,NA,710,Highland,NA,1624,Massillon Washington,NA,2013,12
NA,NA,NA,150,Avon,NA,1248,Perrysburg,NA,2013,12
NA,NA,NA,1086,New Albany,NA,940,Mansfield,NA,2013,12
NA,NA,NA,1741,Worthington Kilbourne,NA,1750,Zanesville,NA,2013,12
NA,NA,NA,904,Loveland,NA,1164,Northwest,NA,2013,12
NA,NA,NA,1074,Mount Healthy,NA,1719,Winton Woods,NA,2013,12
NA,NA,NA,1384,St Vincent-St Mary,NA,1264,Poland Seminary,NA,2013,12
NA,NA,NA,738,Hubbard,NA,146,Aurora,NA,2013,12
NA,NA,NA,342,Central Catholic,NA,406,Columbian,NA,2013,12
NA,NA,NA,392,Clyde,NA,1240,Perkins,NA,2013,12
NA,NA,NA,144,Athens,NA,1544,Tri-Valley,NA,2013,12
NA,NA,NA,962,Marion-Franklin,NA,258,Brookhaven,NA,2013,12
NA,NA,NA,1534,Tippecanoe,NA,402,Thurgood Marshall,NA,2013,12
NA,NA,NA,1550,Trotwood-Madison,NA,1414,Shawnee,NA,2013,12
NA,NA,NA,346,Chagrin Falls,NA,196,Benedictine,NA,2013,12
NA,NA,NA,1500,Struthers,NA,310,Cardinal Mooney,NA,2013,12
NA,NA,NA,1314,River Valley,NA,272,Bryan,NA,2013,12
NA,NA,NA,804,Kenton,NA,1548,Triway,NA,2013,12
NA,NA,NA,1488,Steubenville,NA,982,Maysville,NA,2013,12
NA,NA,NA,758,Indian Valley,NA,1252,Philo,NA,2013,12
NA,NA,NA,132,Archbishop Alter,NA,1590,Valley View,NA,2013,12
NA,NA,NA,388,Clinton-Massie,NA,998,Archbishop McNicholas,NA,2013,12
NA,NA,NA,936,Manchester,NA,560,Fairless,NA,2013,12
NA,NA,NA,436,Crestview,NA,642,Gilmour Academy,NA,2013,12
NA,NA,NA,366,Chippewa,NA,394,Coldwater,NA,2013,12
NA,NA,NA,746,Huron,NA,900,Loudonville,NA,2013,12
NA,NA,NA,218,Bishop Hartley,NA,866,Liberty Union,NA,2013,12
NA,NA,NA,968,Martins Ferry,NA,1696,Wheelersburg,NA,2013,12
NA,NA,NA,1682,West Jefferson,NA,1156,North Union,NA,2013,12
NA,NA,NA,369,Cincinnati Hills Christian Academy,NA,158,Badin,NA,2013,12
NA,NA,NA,812,Kirtland,NA,1378,St Thomas Aquinas,NA,2013,12
NA,NA,NA,1460,South Range,NA,1058,Mogadore,NA,2013,12
NA,NA,NA,1532,Tinora,NA,1646,Wayne Trace,NA,2013,12
NA,NA,NA,100,Ada,NA,438,Crestview,NA,2013,12
NA,NA,NA,1586,Valley,NA,1090,Newark Catholic,NA,2013,12
NA,NA,NA,220,Bishop Ready,NA,1063,Monroe Central,NA,2013,12
NA,NA,NA,1018,Miami East,NA,1004,Mechanicsburg,NA,2013,12
NA,NA,NA,1504,Summit Country Day,NA,1688,West Liberty-Salem,NA,2013,12
NA,NA,NA,1668,Western Reserve,NA,454,Danville,NA,2013,12
NA,NA,NA,1374,St Paul,NA,1654,Wellsville,NA,2013,12
NA,NA,NA,1358,St John's,NA,298,Calvert,NA,2013,12
NA,NA,NA,708,Hicksville,NA,136,Arlington,NA,2013,12
NA,NA,NA,1540,Trimble,NA,326,Catholic Central,NA,2013,12
NA,NA,NA,1406,Shadyside,NA,296,Caldwell,NA,2013,12
NA,NA,NA,1538,Triad,NA,852,Lehman Catholic,NA,2013,12
NA,NA,NA,430,Covington,NA,958,Marion Local,NA,2013,12
NA,NA,NA,1346,St Edward,NA,385,Cleveland Heights,NA,2013,12
NA,NA,NA,148,Austintown-Fitch,NA,1671,Westerville Central,NA,2013,12
NA,NA,NA,740,Hudson,NA,1354,St Ignatius,NA,2013,12
NA,NA,NA,1492,Stow-Munroe Falls,NA,1016,Mentor,NA,2013,12
NA,NA,NA,716,Hilliard Davidson,NA,1255,Pickerington North,NA,2013,12
NA,NA,NA,474,Dublin Coffman,NA,1638,Wayne,NA,2013,12
NA,NA,NA,1254,Pickerington Central,NA,396,Colerain,NA,2013,12
NA,NA,NA,522,Elder,NA,1056,Archbishop Moeller,NA,2013,12
NA,NA,NA,180,Bedford,NA,1440,South,NA,2014,12
NA,NA,NA,980,Mayfield,NA,922,Madison,NA,2014,12
NA,NA,NA,1030,Midview,NA,150,Avon,NA,2014,12
NA,NA,NA,1116,Nordonia,NA,1248,Perrysburg,NA,2014,12
NA,NA,NA,1202,Olentangy,NA,1736,Wooster,NA,2014,12
NA,NA,NA,475,Dublin Scioto,NA,1741,Worthington Kilbourne,NA,2014,12
NA,NA,NA,842,La Salle,NA,696,Harrison,NA,2014,12
NA,NA,NA,1074,Mount Healthy,NA,810,Kings,NA,2014,12
NA,NA,NA,738,Hubbard,NA,146,Aurora,NA,2014,12
NA,NA,NA,1384,St Vincent-St Mary,NA,1264,Poland Seminary,NA,2014,12
NA,NA,NA,342,Central Catholic,NA,242,Bowling Green,NA,2014,12
NA,NA,NA,392,Clyde,NA,1160,Norwalk,NA,2014,12
NA,NA,NA,1544,Tri-Valley,NA,144,Athens,NA,2014,12
NA,NA,NA,1348,Columbus St Francis DeSales,NA,762,Jackson,NA,2014,12
NA,NA,NA,1616,Wapakoneta,NA,1534,Tippecanoe,NA,2014,12
NA,NA,NA,184,Bellbrook,NA,1550,Trotwood-Madison,NA,2014,12
NA,NA,NA,196,Benedictine,NA,310,Cardinal Mooney,NA,2014,12
NA,NA,NA,168,Bay,NA,1180,Notre Dame-Cathedral Latin,NA,2014,12
NA,NA,NA,1548,Triway,NA,804,Kenton,NA,2014,12
NA,NA,NA,190,Bellevue,NA,1634,Wauseon,NA,2014,12
NA,NA,NA,186,Beechcroft,NA,982,Maysville,NA,2014,12
NA,NA,NA,962,Marion-Franklin,NA,1488,Steubenville,NA,2014,12
NA,NA,NA,132,Archbishop Alter,NA,1744,Wyoming,NA,2014,12
NA,NA,NA,388,Clinton-Massie,NA,998,Archbishop McNicholas,NA,2014,12
NA,NA,NA,340,Canton Central Catholic,NA,436,Crestview,NA,2014,12
NA,NA,NA,860,Liberty,NA,1580,Ursuline,NA,2014,12
NA,NA,NA,746,Huron,NA,394,Coldwater,NA,2014,12
NA,NA,NA,862,Liberty-Benton,NA,1260,Pleasant,NA,2014,12
NA,NA,NA,218,Bishop Hartley,NA,1344,St Clairsville,NA,2014,12
NA,NA,NA,1696,Wheelersburg,NA,760,Ironton,NA,2014,12
NA,NA,NA,369,Cincinnati Hills Christian Academy,NA,672,Greeneview,NA,2014,12
NA,NA,NA,158,Badin,NA,1682,West Jefferson,NA,2014,12
NA,NA,NA,900,Loudonville,NA,1058,Mogadore,NA,2014,12
NA,NA,NA,624,Garaway,NA,812,Kirtland,NA,2014,12
NA,NA,NA,1532,Tinora,NA,1468,Spencerville,NA,2014,12
NA,NA,NA,1592,Van Buren,NA,1742,Wynford,NA,2014,12
NA,NA,NA,614,Fredericktown,NA,334,Centerburg,NA,2014,12
NA,NA,NA,1586,Valley,NA,664,Grandview Heights,NA,2014,12
NA,NA,NA,1562,Tri-County North,NA,1688,West Liberty-Salem,NA,2014,12
NA,NA,NA,1600,Versailles,NA,1052,Minster,NA,2014,12
NA,NA,NA,1374,St Paul,NA,946,Mapleton,NA,2014,12
NA,NA,NA,1668,Western Reserve,NA,908,Lucas,NA,2014,12
NA,NA,NA,136,Arlington,NA,990,McComb,NA,2014,12
NA,NA,NA,298,Calvert,NA,412,Columbus Grove,NA,2014,12
NA,NA,NA,1406,Shadyside,NA,1226,Paint Valley,NA,2014,12
NA,NA,NA,1540,Trimble,NA,296,Caldwell,NA,2014,12
NA,NA,NA,958,Marion Local,NA,604,Fort Recovery,NA,2014,12
NA,NA,NA,852,Lehman Catholic,NA,1553,Troy Christian,NA,2014,12
NA,NA,NA,740,Hudson,NA,1354,St Ignatius,NA,2014,12
NA,NA,NA,1016,Mentor,NA,650,GlenOak,NA,2014,12
NA,NA,NA,1671,Westerville Central,NA,148,Austintown-Fitch,NA,2014,12
NA,NA,NA,1203,Olentangy Liberty,NA,1346,St Edward,NA,2014,12
NA,NA,NA,837,Lakota West,NA,836,Lakota East,NA,2014,12
NA,NA,NA,474,Dublin Coffman,NA,1638,Wayne,NA,2014,12
NA,NA,NA,1254,Pickerington Central,NA,1056,Archbishop Moeller,NA,2014,12
NA,NA,NA,396,Colerain,NA,1388,St Xavier,NA,2014,12
NA,NA,NA,1116,Nordonia,NA,740,Hudson,NA,2015,12
NA,NA,NA,692,Warren G Harding,NA,980,Mayfield,NA,2015,12
NA,NA,NA,1030,Midview,NA,652,Glenville,NA,2015,12
NA,NA,NA,1248,Perrysburg,NA,150,Avon,NA,2015,12
NA,NA,NA,1244,Perry,NA,1544,Tri-Valley,NA,2015,12
NA,NA,NA,868,Licking Heights,NA,1741,Worthington Kilbourne,NA,2015,12
NA,NA,NA,842,La Salle,NA,872,Lima Senior,NA,2015,12
NA,NA,NA,810,Kings,NA,1554,Turpin,NA,2015,12
NA,NA,NA,724,Archbishop Hoban,NA,902,Louisville,NA,2015,12
NA,NA,NA,1384,St Vincent-St Mary,NA,1678,West Geauga,NA,2015,12
NA,NA,NA,196,Benedictine,NA,168,Bay,NA,2015,12
NA,NA,NA,342,Central Catholic,NA,392,Clyde,NA,2015,12
