"TeamID","City","School","Yr","Reg","Div","YrID","Wins","Losses"
"244","Toledo","Bowsher",2006,2,1,"2006_244","5","5"
"1736","Wooster","Wooster",2006,2,1,"2006_1736","3","7"
"872","Lima","Lima Senior",2006,2,1,"2006_872","2","8"
"1398","Toledo","Scott",2006,2,1,"2006_1398","1","8"
"1492","Stow","Stow-Munroe Falls",2006,2,1,"2006_1492","2","8"
"444","Cuyahoga Falls","Cuyahoga Falls",2006,2,1,"2006_444","0","10"
"874","Lima","Lima Central Catholic",2006,20,5,"2006_874","9","1"
"1260","Marion","Pleasant",2006,20,5,"2006_1260","9","1"
"1352","St Henry","St Henry",2006,20,5,"2006_1352","9","1"
"110","Lafayette","Allen East",2006,20,5,"2006_110","8","2"
"1468","Spencerville","Spencerville",2006,20,5,"2006_1468","7","3"
"1562","Lewisburg","Tri-County North",2006,20,5,"2006_1562","9","1"
"1284","Reading","Reading",2006,20,5,"2006_1284","7","3"
"1688","West Liberty","West Liberty-Salem",2006,20,5,"2006_1688","8","2"
"1644","Waynesville","Waynesville",2006,20,5,"2006_1644","7","3"
"1144","Galion","Northmor",2006,20,5,"2006_1144","7","3"
"369","Cincinnati","Cincinnati Hills Christian Academy",2006,20,5,"2006_369","7","3"
"120","Anna","Anna",2006,20,5,"2006_120","6","4"
"206","Tipp City","Bethel",2006,20,5,"2006_206","7","3"
"1156","Richwood","North Union",2006,20,5,"2006_1156","6","4"
"236","Bluffton","Bluffton",2006,20,5,"2006_236","5","5"
"130","Arcanum","Arcanum",2006,20,5,"2006_130","6","4"
"1600","Versailles","Versailles",2006,20,5,"2006_1600","5","5"
"1421","Cincinnati","Shroder Paideia Academy",2006,20,5,"2006_1421","5","5"
"772","Delphos","Jefferson",2006,20,5,"2006_772","5","5"
"460","Miamisburg","Dayton Christian",2006,20,5,"2006_460","5","5"
"490","Lees Creek","East Clinton",2006,20,5,"2006_490","4","6"
"1018","Casstown","Miami East",2006,20,5,"2006_1018","3","7"
"1564","West Alexandria","Twin Valley South",2006,20,5,"2006_1564","2","8"
"1230","Rockford","Parkway",2006,20,5,"2006_1230","2","8"
"470","New Lebanon","Dixie",2006,20,5,"2006_470","1","9"
"314","Cardington","Cardington-Lincoln",2006,20,5,"2006_314","1","9"
"776","Dayton","Jefferson Township",2006,20,5,"2006_776","0","10"
"1072","Mount Gilead","Mount Gilead",2006,20,5,"2006_1072","0","10"
"1082","New Paris","National Trail",2006,20,5,"2006_1082","0","10"
"408","Columbiana","Columbiana",2006,21,6,"2006_408","8","2"
"446","Cleveland","Cuyahoga Heights",2006,21,6,"2006_446","9","1"
"1058","Mogadore","Mogadore",2006,21,6,"2006_1058","8","2"
"848","Thompson","Ledgemont",2006,21,6,"2006_848","8","2"
"1668","Berlin Center","Western Reserve",2006,21,6,"2006_1668","8","2"
"908","Lucas","Lucas",2006,21,6,"2006_908","8","2"
"992","McDonald","McDonald",2006,21,6,"2006_992","7","3"
"1716","Windham","Windham",2006,21,6,"2006_1716","7","3"
"326","Steubenville","Catholic Central",2006,21,6,"2006_326","5","5"
"850","Leetonia","Leetonia",2006,21,6,"2006_850","6","4"
"1044","Mineral Ridge","Mineral Ridge",2006,21,6,"2006_1044","6","4"
"1456","Salineville","Southern",2006,21,6,"2006_1456","6","4"
"934","Malvern","Malvern",2006,21,6,"2006_934","6","4"
"450","Dalton","Dalton",2006,21,6,"2006_450","4","6"
"768","North Jackson","Jackson-Milton",2006,21,6,"2006_768","5","5"
"1654","Wellsville","Wellsville",2006,21,6,"2006_1654","5","5"
"974","Vienna","Mathews",2006,21,6,"2006_974","5","5"
"1751","Youngstown","Youngstown Christian",2006,21,6,"2006_1751","6","4"
"912","Cleveland Heights","Lutheran East",2006,21,6,"2006_912","6","4"
"1094","Newbury","Newbury",2006,21,6,"2006_1094","2","8"
"906","Lowellville","Lowellville",2006,21,6,"2006_906","2","8"
"1262","Plymouth","Plymouth",2006,21,6,"2006_1262","1","9"
"946","Ashland","Mapleton",2006,21,6,"2006_946","2","8"
"348","Southington","Chalker",2006,21,6,"2006_348","2","8"
"488","East Canton","East Canton",2006,21,6,"2006_488","1","9"
"1356","Ashtabula","Saints John and Paul",2006,21,6,"2006_1356","1","8"
"1294","Richmond Heights","Richmond Heights",2006,21,6,"2006_1294","1","9"
"566","Fairport Harbor","Fairport Harding",2006,21,6,"2006_566","0","10"
"996","Sebring","McKinley",2006,21,6,"2006_996","0","10"
"1192","Oberlin","Oberlin",2006,21,6,"2006_1192","0","10"
"1060","Sycamore","Mohawk",2006,22,6,"2006_1060","9","1"
"732","Bascom","Hopewell-Loudon",2006,22,6,"2006_732","9","1"
"1064","Monroeville","Monroeville",2006,22,6,"2006_1064","8","2"
"312","Oregon","Cardinal Stritch",2006,22,6,"2006_312","8","2"
"990","McComb","McComb",2006,22,6,"2006_990","8","2"
"412","Columbus Grove","Columbus Grove",2006,22,6,"2006_412","6","4"
"864","Liberty Center","Liberty Center",2006,22,6,"2006_864","5","5"
"1374","Norwalk","St Paul",2006,22,6,"2006_1374","6","4"
"343","Toledo","Toledo Christian",2006,22,6,"2006_343","8","2"
"1446","Greenwich","South Central",2006,22,6,"2006_1446","6","4"
"278","New Washington","Buckeye Central",2006,22,6,"2006_278","6","4"
"1370","Fremont","St Joseph Central Catholic",2006,22,6,"2006_1370","5","5"
"136","Arlington","Arlington",2006,22,6,"2006_136","6","4"
"1228","Pandora","Pandora-Gilboa",2006,22,6,"2006_1228","5","5"
"126","Antwerp","Antwerp",2006,22,6,"2006_126","6","4"
"424","Rawson","Cory-Rawson",2006,22,6,"2006_424","5","5"
"1372","Sandusky","St Mary Central Catholic",2006,22,6,"2006_1372","4","6"
"1592","Van Buren","Van Buren",2006,22,6,"2006_1592","5","5"
"722","West Unity","Hilltop",2006,22,6,"2006_722","5","5"
"298","Tiffin","Calvert",2006,22,6,"2006_298","3","7"
"726","Holgate","Holgate",2006,22,6,"2006_726","3","7"
"432","Crestline","Crestline",2006,22,6,"2006_432","2","8"
"1386","Fostoria","St Wendelin",2006,22,6,"2006_1386","2","8"
"1216","Toledo","Ottawa Hills",2006,22,6,"2006_1216","3","7"
"128","Arcadia","Arcadia",2006,22,6,"2006_128","2","8"
"400","North Robinson","Colonel Crawford",2006,22,6,"2006_400","1","9"
"452","Lakeside","Danbury",2006,22,6,"2006_452","2","8"
"708","Hicksville","Hicksville",2006,22,6,"2006_708","2","8"
"854","Leipsic","Leipsic",2006,22,6,"2006_854","1","9"
"1130","North Baltimore","North Baltimore",2006,22,6,"2006_1130","1","9"
"1594","Vanlue","Vanlue",2006,22,6,"2006_1594","1","9"
"512","Edgerton","Edgerton",2006,22,6,"2006_512","1","9"
"520","Edon","Edon",2006,22,6,"2006_520","0","10"
"172","Beallsville","Beallsville",2006,23,6,"2006_172","10","0"
"594","Lancaster","Fisher Catholic",2006,23,6,"2006_594","9","1"
"454","Danville","Danville",2006,23,6,"2006_454","9","1"
"1406","Shadyside","Shadyside",2006,23,6,"2006_1406","7","2"
"284","Old Washington","Buckeye Trail",2006,23,6,"2006_284","8","2"
"1453","Crown City","South Gallia",2006,23,6,"2006_1453","8","2"
"1090","Newark","Newark Catholic",2006,23,6,"2006_1090","5","5"
"296","Caldwell","Caldwell",2006,23,6,"2006_296","5","5"
"1628","Waterford","Waterford",2006,23,6,"2006_1628","7","3"
"544","Milford Center","Fairbanks",2006,23,6,"2006_544","6","4"
"1454","Racine","Southern",2006,23,6,"2006_1454","6","4"
"204","Sugar Grove","Berne Union",2006,23,6,"2006_204","4","6"
"484","Portsmouth","Sciotoville Community School",2006,23,6,"2006_484","5","5"
"250","Bridgeport","Bridgeport",2006,23,6,"2006_250","6","4"
"668","Franklin Furnace","Green",2006,23,6,"2006_668","5","5"
"222","Zanesville","Bishop Rosecrans",2006,23,6,"2006_222","5","5"
"1178","Portsmouth","Notre Dame",2006,23,6,"2006_1178","4","6"
"1306","Hannibal","River",2006,23,6,"2006_1306","4","6"
"1494","Strasburg","Strasburg-Franklin",2006,23,6,"2006_1494","4","6"
"1514","Willow Wood","Symmes Valley",2006,23,6,"2006_1514","3","7"
"418","Bowerston","Conotton Valley",2006,23,6,"2006_418","4","6"
"1040","Millersport","Millersport",2006,23,6,"2006_1040","3","7"
"1737","Columbus","Harvest Prep",2006,23,6,"2006_1737","1","9"
"1296","Morral","Ridgedale",2006,23,6,"2006_1296","2","8"
"681","Grove City","Grove City Christian",2006,23,6,"2006_681","1","5"
"1036","Corning","Miller",2006,23,6,"2006_1036","1","9"
"1362","Bellaire","St John Central",2006,23,6,"2006_1362","1","9"
"1556","New Philadelphia","Tuscarawas Central Catholic",2006,23,6,"2006_1556","1","9"
"494","Reedsville","Eastern",2006,23,6,"2006_494","0","10"
"618","New Matamoras","Frontier",2006,23,6,"2006_618","0","9"
"960","Marion","Marion Catholic",2006,23,6,"2006_960","0","10"
"1004","Mechanicsburg","Mechanicsburg",2006,24,6,"2006_1004","9","1"
"324","Springfield","Catholic Central",2006,24,6,"2006_324","9","1"
"430","Covington","Covington",2006,24,6,"2006_430","10","0"
"694","Dola","Hardin Northern",2006,24,6,"2006_694","9","1"
"100","Ada","Ada",2006,24,6,"2006_100","7","3"
"958","Maria Stein","Marion Local",2006,24,6,"2006_958","8","2"
"852","Sidney","Lehman Catholic",2006,24,6,"2006_852","6","4"
"1538","North Lewisburg","Triad",2006,24,6,"2006_1538","7","3"
"602","Fort Loramie","Fort Loramie",2006,24,6,"2006_602","7","3"
"1642","Waynesfield","Waynesfield-Goshen",2006,24,6,"2006_1642","7","3"
"1358","Delphos","St John's",2006,24,6,"2006_1358","6","4"
"122","Ansonia","Ansonia",2006,24,6,"2006_122","6","4"
"1310","DeGraff","Riverside",2006,24,6,"2006_1310","6","4"
"1242","Lima","Perry",2006,24,6,"2006_1242","6","4"
"886","Lockland","Lockland",2006,24,6,"2006_886","5","4"
"1052","Minster","Minster",2006,24,6,"2006_1052","4","6"
"1104","Hamilton","New Miami",2006,24,6,"2006_1104","5","5"
"368","Cincinnati","Cincinnati Country Day",2006,24,6,"2006_368","3","7"
"246","Bradford","Bradford",2006,24,6,"2006_246","4","6"
"1092","New Bremen","New Bremen",2006,24,6,"2006_1092","2","8"
"1553","Troy","Troy Christian",2006,24,6,"2006_1553","2","8"
"1576","McGuffey","Upper Scioto Valley",2006,24,6,"2006_1576","4","5"
"604","Fort Recovery","Fort Recovery",2006,24,6,"2006_604","1","9"
"328","Cedarville","Cedarville",2006,24,6,"2006_328","3","7"
"1308","Mount Blanchard","Riverdale",2006,24,6,"2006_1308","2","8"
"667","Indian Springs","Cincinnati Christian",2006,24,6,"2006_667","2","8"
"1054","Union City","Mississinawa Valley",2006,24,6,"2006_1054","2","8"
"1298","Ridgeway","Ridgemont",2006,24,6,"2006_1298","2","8"
"1748","Yellow Springs","Yellow Springs",2006,24,6,"2006_1748","2","8"
"1504","Cincinnati","Summit Country Day",2006,24,6,"2006_1504","1","9"
"1452","South Charleston","Southeastern Local",2006,24,6,"2006_1452","0","10"
"1712","Williamsburg","Williamsburg",2006,24,6,"2006_1712","0","10"
"838","Lancaster","Lancaster",2006,3,1,"2006_838","10","0"
"716","Hilliard","Hilliard Davidson",2006,3,1,"2006_716","10","0"
"1572","Upper Arlington","Upper Arlington",2006,3,1,"2006_1572","9","1"
"1674","Westerville","Westerville South",2006,3,1,"2006_1674","8","2"
"474","Dublin","Dublin Coffman",2006,3,1,"2006_474","7","3"
"1686","Galloway","Westland",2006,3,1,"2006_1686","7","3"
"888","Logan","Logan",2006,3,1,"2006_888","8","2"
"876","Gahanna","Lincoln",2006,3,1,"2006_876","7","3"
"690","Marion","Marion Harding",2006,3,1,"2006_690","5","5"
"1671","Westerville","Westerville Central",2006,3,1,"2006_1671","6","4"
"258","Columbus","Brookhaven",2006,3,1,"2006_258","6","4"
"970","Marysville","Marysville",2006,3,1,"2006_970","6","4"
"178","Beavercreek","Beavercreek",2006,3,1,"2006_178","5","5"
"1746","Xenia","Xenia",2006,3,1,"2006_1746","4","6"
"548","Fairborn","Fairborn",2006,3,1,"2006_548","5","5"
"680","Grove City","Grove City",2006,3,1,"2006_680","4","6"
"717","Hilliard","Hilliard Darby",2006,3,1,"2006_717","4","6"
"1741","Columbus","Worthington Kilbourne",2006,3,1,"2006_1741","4","6"
"1612","Columbus","Walnut Ridge",2006,3,1,"2006_1612","4","6"
"682","Groveport","Groveport-Madison",2006,3,1,"2006_682","3","7"
"1088","Newark","Newark",2006,3,1,"2006_1088","4","6"
"1672","Westerville","Westerville North",2006,3,1,"2006_1672","3","7"
"1255","Pickerington","Pickerington North",2006,3,1,"2006_1255","3","7"
"345","Grove City","Central Crossing",2006,3,1,"2006_345","2","8"
"1738","Worthington","Thomas Worthington",2006,3,1,"2006_1738","2","8"
"1290","Reynoldsburg","Reynoldsburg",2006,3,1,"2006_1290","2","8"
"1698","Columbus","Whetstone",2006,3,1,"2006_1698","3","7"
"1078","Mount Vernon","Mount Vernon",2006,3,1,"2006_1078","1","9"
"1124","Springfield","North",2006,3,1,"2006_1124","0","10"
"1388","Cincinnati","St Xavier",2006,4,1,"2006_1388","8","1"
"396","Cincinnati","Colerain",2006,4,1,"2006_396","10","0"
"1508","Cincinnati","Sycamore",2006,4,1,"2006_1508","9","1"
"1142","Clayton","Northmont",2006,4,1,"2006_1142","8","2"
"646","Cincinnati","Glen Este",2006,4,1,"2006_646","8","2"
"1638","Huber Heights","Wayne",2006,4,1,"2006_1638","7","2"
"1056","Cincinnati","Archbishop Moeller",2006,4,1,"2006_1056","5","4"
"837","West Chester","Lakota West",2006,4,1,"2006_837","8","2"
"336","Centerville","Centerville",2006,4,1,"2006_336","8","2"
"118","Cincinnati","Anderson",2006,4,1,"2006_118","7","3"
"522","Cincinnati","Elder",2006,4,1,"2006_522","6","4"
"1720","Cincinnati","Withrow",2006,4,1,"2006_1720","8","2"
"846","Lebanon","Lebanon",2006,4,1,"2006_846","6","4"
"842","Cincinnati","La Salle",2006,4,1,"2006_842","5","5"
"972","Mason","Mason",2006,4,1,"2006_972","5","5"
"807","Kettering","Kettering Fairmont",2006,4,1,"2006_807","6","4"
"1188","Cincinnati","Oak Hills",2006,4,1,"2006_1188","6","4"
"1026","Middletown","Middletown",2006,4,1,"2006_1026","6","4"
"1552","Troy","Troy",2006,4,1,"2006_1552","5","5"
"836","Liberty Township","Lakota East",2006,4,1,"2006_836","4","6"
"1020","Miamisburg","Miamisburg",2006,4,1,"2006_1020","4","6"
"742","Cincinnati","Hughes Center",2006,4,1,"2006_742","4","6"
"1274","Cincinnati","Princeton",2006,4,1,"2006_1274","3","7"
"685","Hamilton","Hamilton",2006,4,1,"2006_685","3","7"
"1666","Cincinnati","Western Hills",2006,4,1,"2006_1666","3","7"
"1034","Milford","Milford",2006,4,1,"2006_1034","2","8"
"116","Batavia","Amelia",2006,4,1,"2006_116","3","7"
"550","Fairfield","Fairfield",2006,4,1,"2006_550","1","8"
"1116","Macedonia","Nordonia",2006,5,2,"2006_1116","9","1"
"1326","Kent","Roosevelt",2006,5,2,"2006_1326","10","0"
"980","Mayfield","Mayfield",2006,5,2,"2006_980","9","1"
"944","Maple Heights","Maple Heights",2006,5,2,"2006_944","9","1"
"1204","Olmsted Falls","Olmsted Falls",2006,5,2,"2006_1204","9","1"
"1410","East Cleveland","Shaw",2006,5,2,"2006_1410","8","1"
"360","Chardon","Chardon",2006,5,2,"2006_360","8","2"
"1522","Tallmadge","Tallmadge",2006,5,2,"2006_1522","8","2"
"1678","Chesterland","West Geauga",2006,5,2,"2006_1678","9","1"
"724","Akron","Archbishop Hoban",2006,5,2,"2006_724","7","3"
"1224","Parma","Padua Franciscan",2006,5,2,"2006_1224","7","3"
"1440","Willoughby","South",2006,5,2,"2006_1440","7","3"
"1118","Parma","Normandy",2006,5,2,"2006_1118","6","4"
"922","Madison","Madison",2006,5,2,"2006_922","6","4"
"422","Copley","Copley",2006,5,2,"2006_422","5","5"
"1281","Ravenna","Ravenna",2006,5,2,"2006_1281","6","4"
"802","Chagrin Falls","Kenston",2006,5,2,"2006_802","5","5"
"528","Akron","Ellet",2006,5,2,"2006_528","8","2"
"140","Ashtabula","Lakeside",2006,5,2,"2006_140","5","5"
"350","Twinsburg","Twinsburg",2006,5,2,"2006_350","4","6"
"736","Warren","Howland",2006,5,2,"2006_736","5","5"
"1684","Westlake","Westlake",2006,5,2,"2006_1684","4","6"
"180","Bedford","Bedford",2006,5,2,"2006_180","4","6"
"160","Barberton","Barberton",2006,5,2,"2006_160","3","7"
"592","Akron","Firestone",2006,5,2,"2006_592","4","6"
"626","Akron","Garfield",2006,5,2,"2006_626","3","7"
"506","Cleveland","East Technical",2006,5,2,"2006_506","3","7"
"634","Geneva","Geneva",2006,5,2,"2006_634","1","9"
"480","Cleveland","East",2006,5,2,"2006_480","1","9"
"1620","Warrensville","Warrensville Heights",2006,5,2,"2006_1620","1","9"
"800","Akron","Kenmore",2006,5,2,"2006_800","0","10"
"1472","Akron","Springfield",2006,5,2,"2006_1472","0","10"
"138","Ashland","Ashland",2006,6,2,"2006_138","10","0"
"342","Toledo","Central Catholic",2006,6,2,"2006_342","9","1"
"1203","Powell","Olentangy Liberty",2006,6,2,"2006_1203","8","2"
"406","Tiffin","Columbian",2006,6,2,"2006_406","9","1"
"1202","Lewis Center","Olentangy",2006,6,2,"2006_1202","8","2"
"1616","Wapakoneta","Wapakoneta",2006,6,2,"2006_1616","9","1"
"1258","Piqua","Piqua",2006,6,2,"2006_1258","8","2"
"1512","Sylvania","Sylvania Southview",2006,6,2,"2006_1512","7","3"
"152","Avon Lake","Avon Lake",2006,6,2,"2006_152","7","3"
"1030","Grafton","Midview",2006,6,2,"2006_1030","7","3"
"1324","Toledo","Rogers",2006,6,2,"2006_1324","6","4"
"124","Whitehouse","Anthony Wayne",2006,6,2,"2006_124","6","4"
"372","Oregon","Clay",2006,6,2,"2006_372","5","5"
"242","Bowling Green","Bowling Green",2006,6,2,"2006_242","5","5"
"926","Mansfield","Madison Comprehensive",2006,6,2,"2006_926","5","5"
"1152","North Ridgeville","North Ridgeville",2006,6,2,"2006_1152","6","4"
"1422","Sidney","Sidney",2006,6,2,"2006_1422","3","7"
"1394","Sandusky","Sandusky",2006,6,2,"2006_1394","3","7"
"704","Delaware","Hayes",2006,6,2,"2006_704","4","6"
"1350","Toledo","St Francis DeSales",2006,6,2,"2006_1350","3","7"
"390","Lodi","Cloverleaf",2006,6,2,"2006_390","3","7"
"856","Lexington","Lexington",2006,6,2,"2006_856","2","8"
"858","Toledo","Libbey",2006,6,2,"2006_858","2","8"
"330","Celina","Celina",2006,6,2,"2006_330","2","8"
"1476","Holland","Springfield",2006,6,2,"2006_1476","2","8"
"678","Greenville","Greenville",2006,6,2,"2006_678","1","9"
"1734","Toledo","Woodward",2006,6,2,"2006_1734","1","9"
"976","Maumee","Maumee",2006,6,2,"2006_976","1","9"
"1462","Lorain","Southview",2006,6,2,"2006_1462","0","10"
"962","Columbus","Marion-Franklin",2006,7,2,"2006_962","9","1"
"1254","Pickerington","Pickerington Central",2006,7,2,"2006_1254","9","1"
"1632","Pataskala","Watkins Memorial",2006,7,2,"2006_1632","9","1"
"224","Columbus","Bishop Watterson",2006,7,2,"2006_224","7","3"
"364","Chillicothe","Chillicothe",2006,7,2,"2006_364","7","3"
"112","Alliance","Alliance",2006,7,2,"2006_112","8","2"
"304","Canfield","Canfield",2006,7,2,"2006_304","8","2"
"822","Uniontown","Lake",2006,7,2,"2006_822","6","4"
"1342","Columbus","St Charles",2006,7,2,"2006_1342","7","3"
"1106","New Philadelphia","New Philadelphia",2006,7,2,"2006_1106","8","2"
"186","Columbus","Beechcroft",2006,7,2,"2006_186","7","3"
"475","Dublin","Dublin Scioto",2006,7,2,"2006_475","4","6"
"1282","Youngstown","Rayen",2006,7,2,"2006_1282","7","3"
"902","Louisville","Louisville",2006,7,2,"2006_902","5","5"
"1436","Columbus","South Urban Academy",2006,7,2,"2006_1436","6","4"
"1140","Columbus","Northland",2006,7,2,"2006_1140","5","5"
"1032","Columbus","Mifflin",2006,7,2,"2006_1032","5","5"
"956","Marietta","Marietta",2006,7,2,"2006_956","4","6"
"748","Columbus","Independence",2006,7,2,"2006_748","4","6"
"610","Columbus","Franklin Heights",2006,7,2,"2006_610","4","6"
"482","Columbus","East",2006,7,2,"2006_482","5","5"
"1526","Ashville","Teays Valley",2006,7,2,"2006_1526","4","6"
"1656","Columbus","West",2006,7,2,"2006_1656","3","7"
"1750","Zanesville","Zanesville",2006,7,2,"2006_1750","4","6"
"500","East Liverpool","East Liverpool",2006,7,2,"2006_500","4","6"
"486","Dublin","Dublin Jerome",2006,7,2,"2006_486","2","8"
"1728","Youngstown","Woodrow Wilson",2006,7,2,"2006_1728","1","9"
"332","Columbus","Centennial",2006,7,2,"2006_332","1","9"
"252","Columbus","Briggs",2006,7,2,"2006_252","0","10"
"516","Trenton","Edgewood",2006,8,2,"2006_516","8","1"
"696","Harrison","Harrison",2006,8,2,"2006_696","7","3"
"1719","Cincinnati","Winton Woods",2006,8,2,"2006_1719","6","4"
"320","Dayton","Carroll",2006,8,2,"2006_320","9","1"
"1554","Cincinnati","Turpin",2006,8,2,"2006_1554","9","1"
"1528","New Carlisle","Tecumseh",2006,8,2,"2006_1528","8","2"
"402","Dayton","Colonel White",2006,8,2,"2006_402","9","1"
"1550","Trotwood","Trotwood-Madison",2006,8,2,"2006_1550","7","3"
"810","Kings Mills","Kings",2006,8,2,"2006_810","8","2"
"184","Bellbrook","Bellbrook",2006,8,2,"2006_184","6","4"
"476","Dayton","Dunbar",2006,8,2,"2006_476","7","3"
"1664","Mount Orab","Western Brown",2006,8,2,"2006_1664","8","2"
"1520","Oxford","Talawanda",2006,8,2,"2006_1520","6","4"
"1330","Hamilton","Ross",2006,8,2,"2006_1330","6","4"
"1022","Washington Court House","Miami Trace",2006,8,2,"2006_1022","5","5"
"1470","Springboro","Springboro",2006,8,2,"2006_1470","4","6"
"1714","Wilmington","Wilmington",2006,8,2,"2006_1714","4","6"
"1164","Cincinnati","Northwest",2006,8,2,"2006_1164","3","7"
"1484","Riverside","Stebbins",2006,8,2,"2006_1484","3","7"
"904","Loveland","Loveland",2006,8,2,"2006_904","3","7"
"292","Vandalia","Butler",2006,8,2,"2006_292","3","7"
"1002","Dayton","Meadowdale",2006,8,2,"2006_1002","3","7"
"1438","Springfield","South",2006,8,2,"2006_1438","2","8"
"1732","Cincinnati","Woodward",2006,8,2,"2006_1732","3","7"
"192","Dayton","Belmont",2006,8,2,"2006_192","2","8"
"1074","Cincinnati","Mount Healthy",2006,8,2,"2006_1074","1","9"
"106","Cincinnati","Aiken",2006,8,2,"2006_106","1","9"
"1610","Cincinnati","Walnut Hills",2006,8,2,"2006_1610","0","10"
"1660","West Carrollton","West Carrollton",2006,8,2,"2006_1660","0","10"
"146","Aurora","Aurora",2006,9,3,"2006_146","9","1"
"738","Hubbard","Hubbard",2006,9,3,"2006_738","9","1"
"1320","Rocky River","Rocky River",2006,9,3,"2006_1320","9","1"
"1614","Cuyahoga Falls","Walsh Jesuit",2006,9,3,"2006_1614","6","2"
"994","Niles","Niles McKinley",2006,9,3,"2006_994","9","1"
"824","Mentor","Lake Catholic",2006,9,3,"2006_824","6","4"
"860","Youngstown","Liberty",2006,9,3,"2006_860","9","1"
"428","Akron","Coventry",2006,9,3,"2006_428","8","2"
"440","Mantua","Crestwood",2006,9,3,"2006_440","6","4"
"1288","Richfield","Revere",2006,9,3,"2006_1288","5","5"
"274","Akron","Buchtel",2006,9,3,"2006_274","6","4"
"698","Painesville","Harvey",2006,9,3,"2006_698","6","4"
"828","Cortland","Lakeview",2006,9,3,"2006_828","5","5"
"346","Chagrin Falls","Chagrin Falls",2006,9,3,"2006_346","5","5"
"728","Parma Heights","Holy Name",2006,9,3,"2006_728","5","5"
"514","Ashtabula","Edgewood",2006,9,3,"2006_514","4","6"
"1208","Pepper Pike","Orange",2006,9,3,"2006_1208","5","5"
"774","Jefferson","Jefferson Area",2006,9,3,"2006_774","5","5"
"1448","Ravenna","Southeast",2006,9,3,"2006_1448","5","5"
"478","Akron","East",2006,9,3,"2006_478","5","5"
"196","Cleveland","Benedictine",2006,9,3,"2006_196","2","8"
"584","Mogadore","Field",2006,9,3,"2006_584","5","5"
"1571","Hunting Valley","University School",2006,9,3,"2006_1571","2","8"
"1180","Chardon","Notre Dame-Cathedral Latin",2006,9,3,"2006_1180","2","8"
"168","Bay Village","Bay",2006,9,3,"2006_168","2","8"
"1120","Akron","North",2006,9,3,"2006_1120","1","9"
"1158","Norton","Norton",2006,9,3,"2006_1158","2","8"
"416","Conneaut","Conneaut",2006,9,3,"2006_416","1","9"
"1016","Mentor","Mentor",2007,1,1,"2007_1016","7","2"
"1354","Cleveland","St Ignatius",2007,1,1,"2007_1354","8","2"
"540","Euclid","Euclid",2007,1,1,"2007_540","9","1"
"1428","Solon","Solon",2007,1,1,"2007_1428","8","2"
"1154","North Royalton","North Royalton",2007,1,1,"2007_1154","9","1"
"238","Youngstown","Boardman",2007,1,1,"2007_238","7","3"
"652","Cleveland","Glenville",2007,1,1,"2007_652","8","2"
"1312","Painesville","Riverside",2007,1,1,"2007_1312","7","3"
"1346","Lakewood","St Edward",2007,1,1,"2007_1346","4","5"
"1498","Strongsville","Strongsville",2007,1,1,"2007_1498","6","4"
"1232","Parma","Parma",2007,1,1,"2007_1232","7","3"
"248","Broadview Heights","Brecksville-Broadview Heights",2007,1,1,"2007_248","5","5"
"180","Bedford","Bedford",2007,1,1,"2007_180","5","5"
"1146","North Olmsted","North Olmsted",2007,1,1,"2007_1146","5","5"
"1292","Cleveland","Rhodes",2007,1,1,"2007_1292","6","4"
"832","Lakewood","Lakewood",2007,1,1,"2007_832","4","6"
"692","Warren","Warren G Harding",2007,1,1,"2007_692","4","6"
"1122","Eastlake","North",2007,1,1,"2007_1122","3","7"
"385","Cleveland Heights","Cleveland Heights",2007,1,1,"2007_385","3","7"
"782","Cleveland","John Adams",2007,1,1,"2007_782","4","6"
"1440","Willoughby","South",2007,1,1,"2007_1440","3","7"
"1588","Parma Heights","Valley Forge",2007,1,1,"2007_1588","3","7"
"1408","Shaker Heights","Shaker Heights",2007,1,1,"2007_1408","1","9"
"1028","Middleburg Heights","Midpark",2007,1,1,"2007_1028","2","8"
"270","Lyndhurst","Brush",2007,1,1,"2007_270","1","9"
"632","Garfield Heights","Garfield Heights",2007,1,1,"2007_632","2","8"
"792","Cleveland","John Marshall",2007,1,1,"2007_792","1","9"
"148","Youngstown","Austintown-Fitch",2007,1,1,"2007_148","1","9"
"880","Cleveland","Lincoln West",2007,1,1,"2007_880","0","10"
"214","Sunbury","Big Walnut",2007,10,3,"2007_214","9","1"
"1080","Napoleon","Napoleon",2007,10,3,"2007_1080","9","1"
"1534","Tipp City","Tippecanoe",2007,10,3,"2007_1534","10","0"
"188","Bellefontaine","Bellefontaine",2007,10,3,"2007_188","9","1"
"1416","Shelby","Shelby",2007,10,3,"2007_1416","8","2"
"392","Clyde","Clyde",2007,10,3,"2007_392","9","1"
"1578","Urbana","Urbana",2007,10,3,"2007_1578","9","1"
"1332","Rossford","Rossford",2007,10,3,"2007_1332","6","4"
"754","Lewistown","Indian Lake",2007,10,3,"2007_754","6","4"
"1012","St Marys","Memorial",2007,10,3,"2007_1012","7","3"
"276","Medina","Buckeye",2007,10,3,"2007_276","6","4"
"406","Tiffin","Columbian",2007,10,3,"2007_406","7","3"
"804","Kenton","Kenton",2007,10,3,"2007_804","7","3"
"1412","Lima","Shawnee",2007,10,3,"2007_1412","7","3"
"1598","Vermilion","Vermilion",2007,10,3,"2007_1598","6","4"
