OHSAA.ID,DoE_IRN,School District,Status,Total,Male%,HS_Students,OHSAA_Est,nonWhite%,EconDis%, Cost ,Direction,FootballTwitter,Census_GeoID,Median Inc,Total POP,Urban,Suburban,Rural
764,17772,Jackson Local,Open,5970,50.40%,1959,736,12.80%,15.20%,,9 miles northwest of downtown Canton,@JacksonFBAssoc,3904985," $71,046 ",16258,96.7%,0.0%,3.3%
768,17798,Jackson-Milton Local,Open,718,54.90%,183,80,4.60%,39.60%,,15 miles west of downtown Youngstown,,3904832," $51,058 ",3069,0.0%,0.0%,100.0%
769,NA,Cincinnati City,Closed 2007,34101,50.80%,8998,3665,75.80%,74.40%,,NA,,3904375," $35,884 ",177195,100.0%,0.0%,0.0%
772,18184,Delphos City,Open,982,51.50%,309,116,7.80%,43.80%,,71 miles southwest of downtown Toledo,,3904388," $51,356 ",4196,0.0%,77.6%,22.4%
774,17905,Jefferson Area Local,Open,1637,51.10%,462,182,6.30%,43.10%,,46 miles north of downtown Youngstown,,3904587," $52,412 ",4999,0.0%,28.8%,71.2%
776,18150,Jefferson Township Local,Open,366,52.20%,99,40,86.30%,98.60%,,9 miles southwest of downtown Dayton,,3904868," $46,819 ",2751,58.6%,0.0%,41.4%
782,018325/016885,Cleveland Municipal,Open,38666,51.60%,11963,4847,84.30%,100.00%,,7 miles southeast of downtown Cleveland,,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
784,018382/014919,Cleveland Municipal,Open,38666,51.60%,11963,4847,84.30%,100.00%,,9 miles southeast of downtown Cleveland,@football_clejfk,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
786,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$6,800 ",12 miles northwest of downtown Youngstown,@KennedyFball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
788,13656,East Muskingum Local,Open,2070,50.60%,582,238,5.20%,30.70%,,59 miles southwest of downtown Canton,,3904883," $51,911 ",5064,0.0%,23.2%,76.8%
790,018408/147397/019406,Cleveland Municipal,Open,38666,51.60%,11963,4847,84.30%,100.00%,,5 miles east of downtown Cleveland,@JohnHayFootball,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
792,018416/015598/015599/015600,Cleveland Municipal,Open,38666,51.60%,11963,4847,84.30%,100.00%,,8 miles southwest of downtown Cleveland,@JMHS_Football,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
794,18481,Johnstown-Monroe Local,Open,1600,52.30%,454,177,8.40%,20.30%,,22 miles northeast of downtown Columbus,,3904798," $72,300 ",3897,0.0%,49.9%,50.1%
796,18507,Jonathan Alder Local,Open,2197,49.80%,626,254,7.20%,21.50%,,19 miles west of downtown Columbus,,3904826," $67,170 ",4551,0.0%,37.4%,62.6%
800,NA,Akron City,????,21367,51.10%,6531,2447,66.70%,100.00%,,4 miles southwest of downtown Akron,,3904348," $34,562 ",91279,100.0%,0.0%,0.0%
801,13128,Akron City,Open,21367,51.10%,6531,2447,66.70%,100.00%,,4 miles southwest of downtown Akron,@KenGarfieldRams,3904348," $34,562 ",91279,100.0%,0.0%,0.0%
802,18770,Kenston Local,Open,2710,51.00%,973,372,11.80%,10.60%,,23 miles east of downtown Cleveland,@Bomber_Football,3904719," $112,705 ",6920,53.5%,0.0%,46.5%
804,18846,Kenton City,Open,1867,50.90%,509,195,7.90%,60.80%,,58 miles northwest of downtown Columbus,,3910025," $43,839 ",5269,0.0%,72.7%,27.3%
806,68577,Northeastern Local,Open,3172,53.40%,934,388,9.30%,27.50%,,29 miles northeast of downtown Dayton,,3904625," $55,961 ",9900,63.7%,0.0%,36.3%
807,18929,Kettering City School District,Open,7844,52.20%,2287,891,18.80%,35.70%,,6 miles southeast of downtown Dayton,@FBFairmont,3904418," $51,061 ",27808,100.0%,0.0%,0.0%
808,18960,Keystone Local,Open,1502,50.20%,468,186,6.30%,26.30%,,30 miles southwest of downtown Cleveland,@KeystoneFB,3904816," $68,004 ",4177,9.1%,30.8%,60.0%
810,98640,Kings Local,Open,4643,52.10%,1283,515,16.00%,14.90%,,23 miles northeast of downtown Cincinnati,@KFBknights,3905043," $71,957 ",10590,98.6%,0.0%,1.4%
812,19216,Kirtland Local,Open,1183,50.50%,411,160,4.60%,10.70%,,20 miles east of downtown Cleveland,@kirtlandfootbal,3904787," $81,722 ",3092,72.3%,0.0%,27.7%
816,19364,Gallia County Local,Open,2287,50.40%,637,257,6.50%,94.30%,,83 miles southeast of downtown Columbus,,3906568," $38,741 ",7023,0.0%,0.0%,100.0%
818,20008,LaBrae Local,Open,1103,53.00%,329,139,12.10%,63.80%,,17 miles northwest of downtown Youngstown,,3905024," $47,176 ",3274,57.1%,0.0%,42.9%
820,19539,Lake Local,Open,3359,52.50%,1124,444,5.40%,15.00%,,9 miles southeast of downtown Toledo,,3904986," $66,929 ",7548,83.2%,0.0%,16.8%
822,61812,Lake Local,Open,3359,52.50%,1124,444,5.40%,15.00%,,13 miles north of downtown Canton,@StreaksFootball,3904986," $66,929 ",7548,83.2%,0.0%,16.8%
824,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$10,200 ",22 miles northeast of downtown Cleveland,@LCCougarFB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
828,19661,Lakeview Local,Open,1680,51.80%,524,207,8.00%,27.80%,,17 miles north of downtown Youngstown,,3905018," $51,827 ",5799,74.7%,0.0%,25.3%
830,19695,Lakewood Local,Open,1877,53.80%,566,228,7.40%,44.90%,,30 miles east of downtown Columbus,,3904799," $53,759 ",6421,54.1%,0.0%,45.9%
832,19687,Lakewood City,Open,5053,50.40%,1536,578,27.50%,37.70%,,7 miles west of downtown Cleveland,,3904419," $47,131 ",28476,100.0%,0.0%,0.0%
834,19745,Lakota Local,Open,15807,51.90%,4968,2008,31.50%,17.20%,,30 miles southeast of downtown Toledo,,3904611," $94,516 ",33980,99.6%,0.0%,0.4%
836,123836,Lakota Local,Open,15807,51.90%,4968,2008,31.50%,17.20%,,22 miles northeast of downtown Cincinnati,@hawksfootball12,3904611," $94,516 ",33980,99.6%,0.0%,0.4%
837,19737,Lakota Local,Open,15807,51.90%,4968,2008,31.50%,17.20%,,18 miles north of downtown Cincinnati,@LWHSFootball,3904611," $94,516 ",33980,99.6%,0.0%,0.4%
838,19752,Lancaster City,Open,6395,52.80%,1838,728,8.50%,55.00%,,28 miles southeast of downtown Columbus,@GalePride,3904420," $41,977 ",20573,0.0%,92.1%,7.9%
840,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
842,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$11,575 ",9 miles northwest of downtown Cincinnati,@LS_LancerFB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
846,20032,Lebanon City,Open,5539,50.80%,1650,643,12.60%,19.40%,,22 miles south of downtown Dayton,@Lebanon_FBall,3904421," $68,241 ",13079,69.7%,0.0%,30.3%
848,NA,Ledgemont Local,Dissolved 2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,35 miles east of downtown Cleveland,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
850,20107,Leetonia Exempted Village,Open,665,50.10%,202,76,2.90%,65.60%,,17 miles southwest of downtown Youngstown,,3910007," $43,663 ",2041,0.0%,58.9%,41.1%
852,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$7,450 ",40 miles north of downtown Dayton,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
854,20149,Leipsic Local,Open,635,50.90%,215,79,52.90%,49.60%,,46 miles southwest of downtown Toledo,,3904935," $43,848 ",1504,0.0%,0.0%,100.0%
856,20255,Lexington Local,Open,2400,51.50%,722,290,10.20%,24.50%,,55 miles northeast of downtown Columbus,@LexFtblProg,3904943," $54,846 ",7294,73.3%,0.0%,26.7%
858,NA,Toledo City,Closed 2010,23123,52.80%,6515,2742,65.50%,85.20%,,NA,,3904490," $32,298 ",111407,99.7%,0.0%,0.3%
860,20388,Liberty Local,Open,1101,51.80%,333,133,51.20%,66.20%,,6 miles north of downtown Youngstown,@LibertyLeops_FB,3905019," $50,665 ",5618,93.2%,0.0%,6.8%
862,20446,Liberty-Benton Local,Open,1439,50.50%,413,162,11.70%,20.10%,,45 miles south of downtown Toledo,,3904744," $72,000 ",2579,0.0%,59.2%,40.8%
864,20297,Liberty Center Local,Open,1045,54.90%,349,156,8.60%,25.60%,,30 miles southwest of downtown Toledo,,3904758," $62,500 ",2230,0.0%,0.0%,100.0%
866,20420,Liberty Union-Thurston Local,Open,1260,52.00%,419,158,5.50%,31.80%,,23 miles east of downtown Columbus,,3904688," $56,818 ",2985,0.0%,50.4%,49.6%
868,20461,Licking Heights Local,Open,4303,51.30%,1143,475,45.40%,33.30%,,15 miles east of downtown Columbus,@hornetsway,3904800," $70,463 ",9021,82.1%,0.0%,17.9%
870,20487,Licking Valley Local,Open,2010,51.80%,598,244,3.80%,37.60%,,39 miles east of downtown Columbus,,3904801," $57,071 ",3972,7.7%,0.0%,92.3%
872,8298,Lima City,Open,3623,52.90%,1042,409,64.80%,100.00%,,69 miles north of downtown Dayton,@limaseniorfb,3904422," $30,256 ",14142,100.0%,0.0%,0.0%
874,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$6,060 ",69 miles north of downtown Dayton,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
876,20883,Gahanna-Jefferson City,Open,7629,51.60%,2281,866,39.50%,23.60%,,9 miles east of downtown Columbus,@gahannafootball,3904696," $77,689 ",18163,98.2%,0.0%,1.8%
880,062315/016427/016429,Cleveland Municipal,Open,38666,51.60%,11963,4847,84.30%,100.00%,,4 miles southwest of downtown Cleveland,,3904378," $26,647 ",208325,100.0%,0.0%,0.0%
882,21030,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,5 miles north of downtown Columbus,,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
884,21113,Little Miami Local,Open,4754,52.00%,1246,523,10.70%,16.90%,,27 miles northeast of downtown Cincinnati,,3905044," $76,063 ",11494,62.6%,0.0%,37.4%
886,21188,Lockland Local,Open,489,49.30%,165,66,64.60%,98.60%,,11 miles northeast of downtown Cincinnati,,3904423," $32,865 ",2120,100.0%,0.0%,0.0%
888,21246,Logan-Hocking Local,Open,3784,51.10%,1148,458,4.50%,69.80%,,46 miles southeast of downtown Columbus,@logan_football,3904424," $42,856 ",11150,0.0%,33.3%,66.7%
890,21212,Logan Elm Local,Open,1776,50.60%,559,233,3.10%,38.80%,,31 miles south of downtown Columbus,@LEBravesFB,3904908," $58,936 ",5449,0.0%,9.1%,90.9%
892,21287,London City,Open,2120,52.00%,592,245,11.50%,34.50%,,26 miles west of downtown Columbus,@LHSgetyobenchup,3904425," $55,064 ",6116,0.0%,69.4%,30.6%
894,8309,Lorain City,Open,6537,53.10%,2167,917,76.80%,100.00%,,28 miles west of downtown Cleveland,,3904426," $33,485 ",25095,100.0%,0.0%,0.0%
896,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,NA,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
900,21519,Loudonville-Perrysville Exempted Village,Open,1048,53.80%,371,152,5.10%,34.00%,,48 miles west of downtown Canton,@LHSbirdfootball,3904546," $46,381 ",3483,0.0%,0.0%,100.0%
902,21576,Louisville City,Open,2848,50.00%,847,323,3.70%,29.10%,,8 miles east of downtown Canton,,3904987," $58,671 ",7759,81.8%,0.0%,18.2%
904,21600,Loveland City,Open,4634,52.00%,1441,577,10.40%,13.50%,,19 miles northeast of downtown Cincinnati,@Loveland_FB,3904427," $93,344 ",9744,99.2%,0.0%,0.8%
906,21683,Lowellville Local,Open,524,49.20%,160,58,12.60%,38.40%,,8 miles southeast of downtown Youngstown,,3904833," $51,146 ",906,68.5%,0.0%,31.5%
908,21717,Lucas Local,Open,504,50.60%,126,58,5.00%,26.00%,,54 miles west of downtown Akron,,3904944," $55,328 ",1376,9.6%,0.0%,90.4%
912,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$1,089 ",9 miles east of downtown Cleveland,@LEFalcons,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
914,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$8,906 ",11 miles west of downtown Cleveland,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
920,21956,Madeira City,Open,1495,55.10%,428,175,11.40%,7.40%,,12 miles northeast of downtown Cincinnati,,3904428," $92,276 ",3486,100.0%,0.0%,0.0%
922,22111,Madison Local,Open,1494,51.90%,404,167,4.20%,35.10%,,39 miles northeast of downtown Cleveland,@MadFootball212,3904612," $63,185 ",3176,33.1%,0.0%,66.9%
924,22087,Madison Local,Open,1494,51.90%,404,167,4.20%,35.10%,,22 miles southwest of downtown Dayton,,3904612," $63,185 ",3176,33.1%,0.0%,66.9%
926,22178,Madison Local,Open,1494,51.90%,404,167,4.20%,35.10%,,54 miles west of downtown Akron,,3904612," $63,185 ",3176,33.1%,0.0%,66.9%
928,22160,Madison-Plains Local,Open,1188,53.10%,327,135,7.60%,42.80%,,30 miles west of downtown Columbus,,3904827," $61,546 ",3588,0.0%,0.9%,99.1%
934,22368,Brown Local,Open,632,53.00%,163,66,9.20%,53.80%,,15 miles southeast of downtown Canton,@MalvernFBall,3904617," $47,203 ",2583,0.0%,57.6%,42.4%
936,22418,Manchester Local,Open,882,50.80%,249,97,2.60%,99.80%,,11 miles south of downtown Akron,,3900537," $37,100 ",2590,0.0%,0.0%,100.0%
938,450,Manchester Local,Open,882,50.80%,249,97,2.60%,99.80%,,57 miles southeast of downtown Cincinnati,,3900537," $37,100 ",2590,0.0%,0.0%,100.0%
940,22483,Mansfield City,Open,3389,53.30%,867,354,48.10%,82.70%,,59 miles west of downtown Akron,@TYger_Football,3904429," $32,466 ",17434,99.6%,0.0%,0.4%
944,22566,Maple Heights City,Open,3552,51.10%,1051,392,97.70%,87.90%,,11 miles southeast of downtown Cleveland,,3904430," $37,911 ",10894,100.0%,0.0%,0.0%
946,22640,Mapleton Local,Open,927,50.30%,273,107,2.90%,34.70%,,41 miles west of downtown Akron,,3904583," $55,590 ",2637,0.0%,0.0%,100.0%
950,22764,Margaretta Local,Open,1159,50.60%,304,122,7.70%,28.80%,,44 miles east of downtown Toledo,,3904680," $54,048 ",3519,0.0%,32.5%,67.5%
954,22772,Mariemont City,Open,1647,51.40%,506,194,9.20%,9.60%,,10 miles east of downtown Cincinnati,,3904431," $89,688 ",3648,100.0%,0.0%,0.0%
956,22798,Marietta City,Open,2567,50.70%,791,321,7.50%,41.80%,,89 miles east of downtown Columbus,@MttaFootball,3910019," $39,172 ",11101,0.0%,77.0%,23.0%
958,22863,Marion Local,Open,848,51.30%,268,104,0.90%,4.00%,,49 miles northwest of downtown Dayton,,3910031," $74,744 ",1273,0.0%,0.0%,100.0%
960,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,44 miles north of downtown Columbus,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
962,22855,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,6 miles southeast of downtown Columbus,,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
964,22947,Marlington Local,Open,2262,52.90%,781,303,10.30%,39.60%,,15 miles northeast of downtown Canton,@MHSDukesfootbal,3904988," $52,885 ",6370,0.0%,36.2%,63.8%
968,23036,Martins Ferry City,Open,1443,49.60%,423,162,16.60%,62.20%,,60 miles southeast of downtown Canton,,3904434," $38,469 ",4938,71.7%,0.0%,28.3%
970,23119,Marysville Exempted Village,Open,5089,51.40%,1618,620,10.20%,22.30%,,30 miles northwest of downtown Columbus,@MonarchFball,3904547," $65,596 ",11254,0.0%,70.8%,29.2%
972,41376,Mason City,Open,10595,51.20%,3533,1334,39.40%,8.00%,,22 miles northeast of downtown Cincinnati,@MasonCometsFB ,3905045," $94,074 ",17512,99.9%,0.0%,0.1%
974,23218,Mathews Local,Open,646,54.80%,189,79,2.90%,40.90%,,11 miles north of downtown Youngstown,@StangsFootball0,3905015," $52,474 ",3260,10.7%,0.0%,89.3%
976,23242,Maumee City,Open,2225,52.40%,655,264,22.90%,33.00%,,9 miles southwest of downtown Toledo,@FootballMaumee,3904436," $55,531 ",8253,100.0%,0.0%,0.0%
980,23325,Mayfield City,Open,4463,53.10%,1713,659,35.30%,23.80%,,13 miles east of downtown Cleveland,@MayfieldFB,3904437," $58,353 ",16565,94.4%,0.0%,5.6%
982,23358,Maysville Local,Open,2230,49.80%,549,210,6.80%,99.10%,,51 miles east of downtown Columbus,,3904885," $43,073 ",4548,0.0%,56.8%,43.2%
988,23424,Greenfield Exempted Village,Open,1903,49.90%,549,224,5.80%,58.70%,,49 miles southwest of downtown Columbus,@McClainTigersFB,3904540," $38,272 ",5530,0.0%,42.3%,57.7%
990,23457,McComb Local,Open,704,49.40%,224,84,14.50%,37.20%,,41 miles southwest of downtown Toledo,,3904745," $53,403 ",1523,0.0%,0.0%,100.0%
992,23515,McDonald Local,Open,791,49.40%,262,106,8.70%,32.20%,,8 miles northwest of downtown Youngstown,,3905022," $46,154 ",1665,100.0%,0.0%,0.0%
994,23838,Niles City,Open,2251,50.60%,706,294,15.80%,78.30%,,10 miles northwest of downtown Youngstown,,3904449," $38,970 ",9350,99.0%,0.0%,1.0%
996,23879,Sebring Local,Open,468,48.50%,140,49,6.80%,99.10%,,22 miles east of downtown Canton,,3904835," $36,168 ",2299,0.0%,99.5%,0.5%
998,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$10,700 ",9 miles east of downtown Cincinnati,@McNRocketFtball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1000,23960,Rolling Hills Local,Open,1615,52.40%,541,221,4.80%,75.60%,,61 miles south of downtown Canton,,3904730," $42,384 ",5762,0.0%,22.6%,77.4%
1002,23986,Dayton City,Open,13093,51.10%,3838,1554,74.50%,100.00%,,6 miles northwest of downtown Dayton,,3904384," $28,347 ",80910,100.0%,0.0%,0.0%
1004,24026,Mechanicsburg Exempted Village,Open,857,50.10%,252,100,6.30%,28.40%,,32 miles west of downtown Columbus,,3904548," $62,932 ",1904,0.0%,0.0%,100.0%
1006,24075,Medina City SD,Open,6794,51.50%,2175,853,11.20%,18.20%,,19 miles west of downtown Akron,@MedinaFootball_ ,3904438," $72,717 ",18040,89.0%,0.0%,11.0%
1008,24117,Meigs Local,Open,1744,52.10%,556,226,4.30%,99.90%,,82 miles southeast of downtown Columbus,@MeigsFootball,3904852," $35,295 ",5966,0.0%,30.9%,69.1%
1010,24190,Campbell City,Open,1076,53.20%,314,128,65.90%,82.90%,,4 miles east of downtown Youngstown,,3904370," $28,952 ",3965,100.0%,0.0%,0.0%
1012,24208,St Marys City,Open,2089,54.40%,746,280,6.50%,47.60%,,57 miles north of downtown Dayton,,3904472," $49,261 ",5921,0.0%,70.1%,29.9%
1016,24281,Mentor Exempted Village,Open,7767,52.10%,2632,1000,12.40%,27.70%,,24 miles northeast of downtown Cleveland,@MentorRedline,3904549," $67,328 ",26274,99.4%,0.0%,0.6%
1018,24372,Miami East Local,Open,1332,48.30%,380,144,2.90%,17.60%,,24 miles north of downtown Dayton,,3904862," $64,107 ",3058,8.8%,0.0%,91.2%
1020,24422,Miamisburg City,Open,5310,51.40%,1530,617,19.00%,33.40%,,11 miles southwest of downtown Dayton,@MiamisburgFball ,3904439," $54,962 ",17558,97.5%,0.0%,2.5%
1022,24414,Miami Trace Local,Open,2587,51.40%,695,279,9.10%,39.80%,,39 miles east of downtown Dayton,,3910010," $47,099 ",6696,0.0%,10.5%,89.5%
1023,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$9,500 ",10 miles east of downtown Cincinnati,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1026,24562,Middletown City,Open,6274,50.70%,1536,636,42.20%,100.00%,,20 miles southwest of downtown Dayton,,3904440," $36,775 ",23800,100.0%,0.0%,0.0%
1027,NA,Private,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,21 miles southwest of downtown Dayton,@MCFBALL1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1028,NA,Berea City,????,6198,52.30%,1914,767,25.20%,30.80%,,12 miles southwest of downtown Cleveland,,3904360," $53,278 ",23423,100.0%,0.0%,0.0%
1030,24596,Midview Local,Open,2980,51.80%,982,399,12.00%,34.90%,,26 miles southwest of downtown Cleveland,@midviewcoach,3904817," $63,557 ",8287,59.8%,0.0%,40.2%
1032,24661,Columbus City School District,Open,50304,51.40%,13226,5604,77.00%,100.00%,,8 miles northeast of downtown Columbus,,3904380," $40,516 ",248000,99.9%,0.0%,0.1%
1034,24745,Milford Exempted Village,Open,6591,51.80%,1886,745,10.40%,21.50%,,17 miles east of downtown Cincinnati,@M_EagleFootball,3904550," $72,322 ",16769,99.8%,0.0%,0.2%
1036,24851,Southern Local,Open,869,52.50%,264,103,6.70%,99.70%,,48 miles southeast of downtown Columbus,@FalconsFball,3904644," $44,807 ",2511,0.0%,0.8%,99.2%
1040,39081,Walnut Township Local,Open,542,54.60%,155,67,5.00%,46.10%,,26 miles east of downtown Columbus,,3904690," $61,316 ",2328,46.4%,0.0%,53.6%
1042,24984,Milton-Union Exempted Village,Open,1418,52.30%,422,176,5.90%,38.90%,,17 miles northwest of downtown Dayton,,3904551," $52,679 ",4225,49.4%,0.0%,50.6%
1044,25023,Weathersfield Local,Open,982,51.80%,272,107,9.00%,50.40%,,9 miles west of downtown Youngstown,,3905025," $50,833 ",2437,94.4%,0.0%,5.6%
1046,25056,Minerva Local,Open,1811,50.30%,514,206,4.70%,46.30%,,17 miles east of downtown Canton,@MinervaFootball,3904989," $53,136 ",5200,0.0%,40.5%,59.5%
1048,25080,Minford Local,Open,1410,51.90%,389,164,2.20%,42.40%,,78 miles south of downtown Columbus,,3904962," $43,429 ",3294,0.0%,1.1%,98.9%
1052,25114,Minster Local,Open,844,50.60%,281,110,3.60%,10.50%,,47 miles north of downtown Dayton,,3904594," $69,605 ",1757,0.0%,67.0%,33.0%
1054,25122,Mississinawa Valley Local,Open,652,52.50%,167,69,12.90%,53.40%,,44 miles northwest of downtown Dayton,,3904667," $34,531 ",1749,0.0%,47.3%,52.7%
1056,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$13,850 ",13 miles northeast of downtown Cincinnati,@BigMoeFootball,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1058,25148,Mogadore Local,Open,841,53.40%,254,107,1.20%,27.60%,,8 miles east of downtown Akron,@MogFootball,3905003," $64,013 ",1706,98.5%,0.0%,1.5%
1060,25155,Mohawk Local,Open,927,52.90%,280,109,2.60%,25.50%,,51 miles southeast of downtown Toledo,,3905074," $60,143 ",2500,0.0%,0.0%,100.0%
1062,139311,Monroe Local,Open,2766,51.40%,723,305,19.10%,28.60%,,25 miles southwest of downtown Dayton,@_MonroeFootball,3900094," $71,821 ",5048,93.8%,0.0%,6.2%
1063,42085,Switzerland of Ohio Local,Open,2176,50.60%,695,267,2.40%,57.80%,,74 miles south of downtown Canton,,3904865," $41,286 ",9324,0.0%,1.9%,98.1%
1064,25361,Monroeville Local,Open,600,50.80%,188,76,4.00%,28.20%,,53 miles southeast of downtown Toledo,,3904771," $61,181 ",1625,0.0%,36.3%,63.7%
1066,25437,Montpelier Exempted Village,Open,891,49.00%,269,110,7.30%,43.00%,,57 miles west of downtown Toledo,,3904552," $46,238 ",2610,0.0%,69.1%,30.9%
1068,25544,Morgan Local,Open,1848,51.80%,584,221,11.20%,100.00%,,67 miles east of downtown Columbus,,3904877," $37,377 ",7508,0.0%,18.2%,81.8%
1072,25783,Mount Gilead Exempted Village,Open,1204,50.80%,334,135,6.60%,51.60%,,43 miles north of downtown Columbus,,3904553," $46,338 ",3456,0.0%,51.8%,48.2%
1074,25817,Mt Healthy City,Open,3108,51.90%,792,322,86.30%,96.00%,,11 miles north of downtown Cincinnati,,3904441," $43,360 ",10401,100.0%,0.0%,0.0%
1078,25932,Mount Vernon City,Open,3753,51.60%,1066,436,10.90%,47.60%,,41 miles northeast of downtown Columbus,@CoachKerrMV,3910012," $44,346 ",12921,0.0%,72.4%,27.6%
1080,26419,Napoleon Area City,Open,1955,51.60%,610,245,15.40%,38.20%,,38 miles southwest of downtown Toledo,,3904443," $51,134 ",6337,0.0%,63.9%,36.1%
1082,26468,National Trail Local,Open,966,53.30%,280,120,4.60%,43.90%,,29 miles west of downtown Dayton,,3904927," $49,524 ",3013,0.0%,28.6%,71.4%
1084,26567,Nelsonville-York City,Open,1204,51.30%,332,134,5.60%,62.70%,,56 miles southeast of downtown Columbus,,3904444," $30,555 ",4050,0.0%,62.0%,38.0%
1086,30155,New Albany-Plain Local,Open,4931,51.20%,1518,589,30.20%,6.20%,,14 miles northeast of downtown Columbus,@NewAlbanyFB,3904699," $118,333 ",7613,91.7%,0.0%,8.3%
1088,27011,Newark City,Open,6246,51.70%,1475,624,15.40%,47.70%,,32 miles east of downtown Columbus,@Newark_Football ,3904445," $39,061 ",22477,98.2%,0.0%,1.8%
1090,NA,Private,Open,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"$7,250 ",31 miles east of downtown Columbus,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1092,26641,New Bremen Local,Open,770,49.70%,239,87,3.20%,5.10%,,49 miles north of downtown Dayton,,3904595," $66,861 ",1820,0.0%,68.4%,31.6%
1094,27052,Newbury Local,Open,374,53.70%,159,63,11.20%,36.40%,,25 miles east of downtown Cleveland,,3904721," $65,162 ",2310,0.0%,0.0%,100.0%
1096,27060,Newcomerstown Exempted Village,Open,975,49.50%,265,109,8.10%,82.60%,,40 miles southwest of downtown Canton,,3904554," $42,321 ",3037,0.0%,64.6%,35.4%
1100,64865,New Lexington School District,Open,1729,51.80%,509,205,3.10%,99.90%,,45 miles east of downtown Columbus,,3904447," $37,500 ",4480,0.0%,46.6%,53.4%
1102,26823,New London Local,Open,937,53.40%,280,120,5.20%,43.00%,,47 miles west of downtown Akron,,3904772," $47,577 ",2533,0.0%,0.0%,100.0%
1104,26872,New Miami Local,Open,664,49.80%,135,53,11.90%,100.00%,,25 miles north of downtown Cincinnati,@newmiamiVikes,3904613," $42,828 ",1697,83.4%,0.0%,16.6%
1106,26906,New Philadelphia City,Open,3082,50.40%,777,322,15.90%,44.10%,,23 miles south of downtown Canton,@PhilaFootball,3904448," $43,365 ",10101,0.0%,82.8%,17.2%
1108,26922,New Richmond Exempted Village,Open,2367,51.40%,641,266,5.30%,39.20%,,18 miles southeast of downtown Cincinnati,,3904555," $63,266 ",5386,12.7%,22.0%,65.3%
1112,27151,Newton Falls Exempted Village,Open,996,51.50%,317,124,5.00%,52.20%,,19 miles west of downtown Youngstown,,3904556," $43,741 ",4074,74.1%,0.0%,25.9%
1116,27334,Nordonia Hills City,Open,3647,49.90%,1239,467,22.20%,0.10%,,17 miles north of downtown Akron,@NordKnightFB,3905004," $77,851 ",13801,99.2%,0.0%,0.8%
1118,27367,Parma City,Open,10258,51.60%,3619,1374,22.00%,43.00%,,11 miles south of downtown Cleveland,,3904463," $51,884 ",52065,100.0%,0.0%,0.0%
1120,27565,Akron City,Open,21367,51.10%,6531,2447,66.70%,100.00%,,4 miles northeast of downtown Akron,,3904348," $34,562 ",91279,100.0%,0.0%,0.0%
1122,27573,Willoughby-Eastlake City,Open,8006,52.10%,2687,1039,20.70%,31.10%,,18 miles northeast of downtown Cleveland,@ENRangerfootbal,3904510," $54,350 ",31490,98.7%,0.0%,1.3%
