OHSAA.ID,2018_Full,2017_Full,2016_Full,2015_Full,2014_Full,2013_Full,2012_Full,2011_Full,2010_Full,2009_Full,2008_Full,2007_Full,2018_Main,2017_Main,2016_Main,2015_Main,2014_Main,2013_Main,2012_Main,2011_Main,2010_Main,2009_Main,2008_Main,2007_Main
276,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
590,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,W SHORE,W SHORE,W SHORE,W SHORE,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,W SHORE,W SHORE,W SHORE,W SHORE
808,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
1650,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT - STARS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
260,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
380,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
404,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
570,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,W SHORE,W SHORE,W SHORE,W SHORE,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,W SHORE,W SHORE,W SHORE,W SHORE
914,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
1192,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT - STRPS,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT,PATRIOT
296,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL
598,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL
618,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL
1063,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL
1418,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL,PIO VAL
440,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
630,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1058,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1328,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1448,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1751,PORT TRL - CNTY,PORT TRL - CNTY,N COAST - WHITE,N COAST - WHITE,IND,IND,IND,IND,IND,IND,E SUBURB,E SUBURB,PORT TRL,PORT TRL,N COAST,N COAST,IND,IND,IND,IND,IND,IND,E SUBURB,E SUBURB
390,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,PORT TRL,PORT TRL,PORT TRL,PORT TRL,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN,SUBURBAN
428,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
584,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1158,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1281,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1472,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1496,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
1724,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - METRO,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL - CNTY,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL,PORT TRL
484,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
492,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
668,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1166,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1178,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1186,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1514,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH - I,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1048,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1270,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1586,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1636,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
1696,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH - II,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH,S OH
518,SAN BAY - BAY,SAN BAY - BAY,SAN BAY - LAKE,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
746,SAN BAY - BAY,SAN BAY - BAY,SAN BAY - LAKE,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
1184,SAN BAY - BAY,SAN BAY - BAY,SAN BAY - LAKE,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
1266,SAN BAY - BAY,SAN BAY - BAY,SAN BAY - LAKE,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
1416,SAN BAY - BAY,SAN BAY - BAY,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,SAN BAY,SAN BAY,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL
1598,SAN BAY - BAY,SAN BAY - BAY,SAN BAY - LAKE,IND,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE,SAN BAY,SAN BAY,SAN BAY,IND,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE,W SHORE
190,SAN BAY - LAKE,SAN BAY - LAKE,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,SAN BAY,SAN BAY,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL
392,SAN BAY - LAKE,SAN BAY - LAKE,SAN BAY - LAKE,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
406,SAN BAY - LAKE,SAN BAY - LAKE,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,SAN BAY,SAN BAY,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL
1160,SAN BAY - LAKE,SAN BAY - LAKE,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,SAN BAY,SAN BAY,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL
1240,SAN BAY - LAKE,SAN BAY - LAKE,SAN BAY - LAKE,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
1394,SAN BAY - LAKE,SAN BAY - LAKE,NOL,NOL,NOL,NOL,NOL,NOL,GR BUCK,GR BUCK,GR BUCK,GR BUCK,SAN BAY,SAN BAY,NOL,NOL,NOL,NOL,NOL,NOL,GR BUCK,GR BUCK,GR BUCK,GR BUCK
298,SAN BAY - RIVER,SAN BAY - RIVER,SAN BAY - RIVER,TOL AREA,TOL AREA,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,SAN BAY,SAN BAY,SAN BAY,TOL AREA,TOL AREA,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND
834,SAN BAY - RIVER,SAN BAY - RIVER,SAN BAY - RIVER,SAN RIVR,SAN RIVR,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,SAN BAY,SAN BAY,SAN BAY,SAN RIVR,SAN RIVR,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND
950,SAN BAY - RIVER,SAN BAY - RIVER,SAN BAY - RIVER,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
1370,SAN BAY - RIVER,SAN BAY - RIVER,SAN BAY - RIVER,SAN RIVR,SAN RIVR,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,SAN BAY,SAN BAY,SAN BAY,SAN RIVR,SAN RIVR,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND,MIDLAND
1372,SAN BAY - RIVER,SAN BAY - RIVER,SAN BAY - RIVER,SAN RIVR,SAN RIVR,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN RIVR,SAN RIVR,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY,SAN BAY
1710,SAN BAY - RIVER,SAN BAY - RIVER,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,SAN BAY,SAN BAY,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL,NOL
164,SBAAC - AMER,SBAAC - AMER,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
388,SBAAC - AMER,SBAAC - AMER,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,SBAAC,SBAAC,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH
658,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
1108,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
1664,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
1714,SBAAC - AMER,SBAAC - AMER,S CEN OH,S CEN OH,S CEN OH,SWOC,SWOC,FAVC - CARD,FAVC - CARD,FAVC - CARD,FAVC - CARD,FAVC - CARD,SBAAC,SBAAC,S CEN OH,S CEN OH,S CEN OH,SWOC,SWOC,FAVC,FAVC,FAVC,FAVC,FAVC
208,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
228,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
382,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - AMER,SBAAC - AMER,SBAAC - AMER,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
490,SBAAC - NAT,SBAAC - NAT,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC,SBAAC,S CEN OH,S CEN OH,S CEN OH,S CEN OH,S CEN OH,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
576,SBAAC - NAT,SBAAC - NAT,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,SBAAC,SBAAC,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL,OVAL
1712,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC - NAT,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC,SBAAC
398,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
506,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
652,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
782,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
784,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
790,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
792,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
880,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
1292,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE,SENATE
