OHSAA.ID,HyTek,Div.2017,Reg.2017,Conf.2017,ConfSub.2017,County,lon,lat,Enrollment,Mascot,Public,OHSAA.Dist,City,OHSAA.Tourn,OHSAA.Full,AJ.Name,Color1,Color2,Color3,Helm.Left,Helm.Right,Best.Name,Fan50_ID,GenArea,StadID,Surface,Capacity,Stadium,usHOUSE,ohHOUSE,ohSENATE,MaxPreps,Div.2018,Reg.2018,Conf.2018,ConfSub.2018,Yappi,oh_helm,maxpreps_ugly,OHSAA.Address
1518,CTAF,4,16,SOPL,SOPL - NAT,hamilton,-84.5226026,39.1093979,217,Senators,Public,Southwest,Cincinnati,CIN. TAFT,TAFT,Cincinnati Taft,GREEN,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Taft-2016_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Taft-2016_R.png",Cin. Taft,team213,southwestern,1318,Artificial Turf,"3,000",Willard R. Stargel Stadium,US House 1,OH House 32,OH Senate 9,"taft-senators-(cincinnati,oh)",4,16,CMAC,CMAC,taft_cincinnati,taft,e5e05e02-8252-4a66-b5d7-e1f6cbc5f723,"420 Ezzard Charles Drive, CINCINNATI, OH 45214"
1520,OTA,2,8,SWOC,SWOC,butler,-84.7330762,39.4900407,401,Braves,Public,Southwest,Oxford,OXFORD TALAWANDA,TALAWANDA,Oxford Talawanda,RED,BLUE,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Talawanda-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Talawanda-2017_R.png",Talawanda,team229,southwestern,1948,Artificial Turf,"3,100","""Home of the Braves"", Talawanda High School Stadium",US House 8,OH House 53,OH Senate 4,"talawanda-braves-(oxford,oh)",2,8,SWOC,SWOC,talawanda_oxford,talawanda,a4e5f766-4cef-44a4-899b-79a7b9510dd8,"5301 University Park Blvd, OXFORD, OH 45056"
1522,TAL,3,9,SUBURBAN,SUBURBAN - AMER,summit,-81.4129701,41.1051663,299,Blue Devils,Public,NE Inland,Tallmadge,TALLMADGE,TALLMADGE,Tallmadge,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Tallmadge-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Tallmadge-2017_R-1.png",Tallmadge,team144,northeastern,1498,Grass,"2,000",Rossiaky Stadium,US House 13,OH House 36,OH Senate 28,"tallmadge-blue-devils-(tallmadge,oh)",3,9,SUBURBAN,SUBURBAN - AMER,tallmadge_tallmadge,tallmadge,59fa1802-5c92-41a2-bd82-e4c1937b3912,"140 N. Munroe Road, TALLMADGE, OH 44278-2018"
1524,CTAY,4,16,CHL,CHL,hamilton,-84.7510121,39.1700291,230,Yellow Jackets,Public,Southwest,Cleves,CLEVES TAYLOR,TAYLOR,Cleves Taylor,Black,GOLD,Brown,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Taylor-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Taylor-2014_R.png",Cleves Taylor,team467,southwestern,1993,Artificial Turf,"2,474",Taylor Stadium,US House 1,OH House 29,OH Senate 8,"taylor-yellowjackets-(cleves,oh)",4,16,CHL,CHL,taylor_cleves,taylor,5744c1df-55db-45fe-8cc1-7c1a4f15f293,"56 COOPER ROAD, CLEVES, OH 45002"
1526,ATV,2,8,MID ST,MID ST - BUCK,pickaway,-82.947559,39.721952,441,Vikings,Public,Central,Ashville,ASHVILLE TEAYS VALLEY,TEAYS VALLEY,Ashville Teays Valley,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/TeaysValley-2014_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/TeaysValley-2014_R.png",Teays Valley,team206,central,2195,Grass,"3,306",Teays Valley Vikings Stadium,US House 15,OH House 78,OH Senate 20,"teays-valley-vikings-(ashville,oh)",2,8,MID ST,MID ST - BUCK,teays_valley_ashville,teays-valley,de51c48a-3b81-41c5-8d54-536a940d6b1e,"3887 STATE ROUTE 752, ASHVILLE, OH 43103-9551"
1528,NCT,2,8,CBC,CBC - KN TR,clark,-83.997642,39.914184,399,Arrows,Public,Southwest,New Carlisle,NEW CARLISLE TECUMSEH,TECUMSEH,New Carlisle Tecumseh,RED,BLACK,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Tecumseh-2014_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Tecumseh-2014_R.png",Tecumseh,team228,southwestern,1960,Grass,"4,733",Spitzer Stadium,US House 8,OH House 79,OH Senate 10,"tecumseh-arrows-(new-carlisle,oh)",2,8,CBC,CBC - KN TR,tecumseh_new_carlisle,tecumseh,d42c930d-0300-42a9-b953-9e9c707d67d4,"9830 W NATIONAL RD, NEW CARLISLE, OH 45344-9227"
1530,CTI,NA,NA,UNKWN,UNKWN,stark,-81.3786639,40.7997423,NA,Trojans,Public,NE Inland,Canton,0,CANTON TIMKEN (Consolidated with Canton McKinley July 1 2015),Canton Timken,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x137/ohiohshelmets.webs.com/_Timken-2014_L.png","http://mediaprocessor.websimages.com/width/181/crop/0,0,181x137/ohiohshelmets.webs.com/_Timken-2014_R.png",Canton Timken,NA,northeastern,NA,NA,NA,NA,US House 7,OH House 49,OH Senate 29,NA,NA,NA,UNKWN,UNKWN,timken_canton,NA,10351c58-f79d-4034-b329-56e65be88b42,"521 W TUSCARAWAS ST, CANTON, OH 44702-2019"
1532,DTI,6,22,GRN MEAD,GRN MEAD,defiance,-84.322583,41.356896,133,Rams,Public,Northwest,Defiance,DEFIANCE TINORA,TINORA,Defiance Tinora,GREEN,WHITE,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/TinoraL_2013.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/TinoraR_2013.png",Tinora,team512,northwestern,2014,Grass,"2,856",Tinora Ram Stadium,US House 5,OH House 82,OH Senate 1,"tinora-rams-(defiance,oh)",6,22,GRN MEAD,GRN MEAD,tinora_defiance,tinora,41d3b1bc-7c5d-4144-a760-29a5ce49e6db,"5921 DOMERSVILLE RD, DEFIANCE, OH 43512-9803"
1534,TCT,3,12,GWOC,GWOC - NORTH,miami,-84.188507,39.9829959,296,Red Devils,Public,Southwest,Tipp City,TIPP CITY TIPPECANOE,TIPPECANOE,Tipp City Tippecanoe,RED,WHITE,BLACK,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Tippicanoe-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Tippicanoe-2013_R.png",Tippecanoe,team291,southwestern,2165,Grass,"2,450",Good Samaritan North/UVMV Stadium,US House 8,OH House 80,OH Senate 5,"tippecanoe-red-devils-(tipp-city,oh)",3,12,GWOC,GWOC - NORTH,tippecanoe_tipp_city,tippecanoe,935bb3d3-8ffa-4624-b621-b3fb8cbcef0c,"615 E KESSLER-COWLESVILLE RD, TIPP CITY, OH 45371-2927"
1536,TOR,7,25,EAST OH,EAST OH,jefferson,-80.6134677,40.454949,95,Red Knights,Public,East,Toronto,TORONTO,TORONTO,Toronto,RED,BLUE,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Toronto-2013__L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Toronto-2013__R.png",Toronto,team681,eastern,1658,Grass,"2,000",Clarke Hinkle Field at Red Knight Stadium,US House 6,OH House 96,OH Senate 30,"toronto-red-knights-(toronto,oh)",7,25,EAST OH,EAST OH,toronto_toronto,toronto,8183364a-804d-44cc-96f8-7b393bdb489a,"1305 Dennis Way, TORONTO, OH 43964"
1538,NLT,7,28,OH HRTGE,OH HRTGE,champaign,-83.580513,40.175775,111,Cardinals,Public,Southwest,North Lewisburg,NORTH LEWISBURG TRIAD,TRIAD,North Lewisburg Triad,RED,BLACK,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Triad-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Triad-2016_R.png",Triad,team582,southwestern,1809,Grass,"1,100",Triad Cardinals Stadium,US House 4,OH House 85,OH Senate 12,"triad-cardinals-(north-lewisburg,oh)",7,28,OH HRTGE,OH HRTGE,triad_north_lewisburg,triad,28000baa-5098-49e9-80c8-659769b8ffd5,"8099 BRUSH LAKE ROAD, NORTH LEWISBURG, OH 43060-9617"
1540,GTR,7,27,TRI VAL,TRI VAL - HOCK,athens,-82.0880789,39.498603,95,Tomcats,Public,Southeast,Glouster,GLOUSTER TRIMBLE,TRIMBLE,Glouster Trimble,GRAY,RED,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Trimble_2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Trimble_2015_R.png",Trimble,team665,southeastern,1915,Grass,"1,073",Glouster Stadium,US House 15,OH House 78,OH Senate 20,"trimble-tomcats-(glouster,oh)",7,27,TRI VAL,TRI VAL - HOCK,trimble_glouster,trimble,6829a12f-222b-4a2e-986d-71c3d6d81695,"ONE TOMCAT DRIVE, GLOUSTER, OH 45732-9803"
1542,GHT,6,21,N COAST,N COAST - WHITE,cuyahoga,-81.5962097,41.4180585,98,Trojans,Private,NE Lakes,Garfield Hts.,GARFIELD HTS. TRINITY,TRINITY HS,Garfield Heights Trinity,BLUE,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Trinity-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Trinity-2013_R.png",Garfield Hts. Trinity,team483,northeastern,1527,Artificial Turf,"5,000",Stewart Field at Bearcat Stadium,US House 11,OH House 11,OH Senate 21,"trinity-trojans-(garfield-heights,oh)",6,21,N COAST,N COAST - WHITE,trinity_hs_garfield_hts,trinity,c3f343ad-2077-4771-93ac-307b98be3474,"12425 GRANGER RD, GARFIELD HTS., OH 44125-2942"
1544,DTV,3,11,MUSK VAL,MUSK VAL,muskingum,-82.0056222,40.1205439,376,Scotties,Public,East,Dresden,DRESDEN TRI-VALLEY,TRI-VALLEY,Dresden Tri-Valley,GOLD,BLACK,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Tri-Valley-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Tri-Valley-2013_R.png",Tri-Valley,team193,eastern,2182,Artificial Turf,"3,475",Jack Anderson Stadium,US House 6,OH House 97,OH Senate 20,"tri-valley-scotties-(dresden,oh)",2,7,MUSK VAL,MUSK VAL,tri-valley_dresden,tri-valley,2f17cd08-6c3f-4f8e-a23a-11424903c50e,"46 E MUSKINGUM AVE, DRESDEN, OH 43821-9701"
1546,NMTV,7,28,XC,XC,darke,-84.71082,39.9645317,88,Patriots,Public,Southwest,New Madison,NEW MADISON TRI-VILLAGE,TRI-VILLAGE,New Madison Tri-Village,RED,BLUE,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Tri-Village-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Tri-Village-2015_R.png",Tri-Village,team737,southwestern,1842,Grass,100,Tri-Village Patriot Field,US House 8,OH House 80,OH Senate 5,"tri-village-patriots-(new-madison,oh)",7,28,XC,XC,tri-village_new_madison,tri-village,610947c2-a9f6-4201-b8dd-9f56668d5a76,"315 S Main St, New Madison, OH 45346"
1548,WTR,5,17,PAC 7,PAC 7,wayne,-81.9782227,40.7616725,184,Titans,Public,NE Inland,Wooster,WOOSTER TRIWAY,TRIWAY,Wooster Triway,PURPLE,GRAY,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Triway-2017__L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Triway-2017__R.png",Triway,team381,northeastern,2268,Artificial Turf,"2,536",Jack Miller Field at Triway Stadium,US House 16,OH House 1,OH Senate 27,"triway-titans-(wooster,oh)",5,17,PAC 7,PAC 7,triway_wooster,triway,bda0f191-065c-4b59-b753-a940e4f8b9de,"3205 SHREVE RD, WOOSTER, OH 44691-4439"
1550,TMA,3,12,GWOC,GWOC - SOUTH,montgomery,-84.3101898,39.8096368,361,Rams,Public,Southwest,Trotwood,TROTWOOD-MADISON,TROTWOOD-MADISON,Trotwood-Madison,RED,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Trotwood-Madison-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Trotwood-Madison-2017_R.png",Trotwood-Madison,team232,southwestern,2174,Artificial Turf,"3,031",Trotwood-Madison Stadium,US House 10,OH House 43,OH Senate 5,"trotwood-madison-rams-(trotwood,oh)",3,12,GWOC,GWOC - SOUTH,trotwood-madison_trotwood,trotwood-madison,b3663b0b-1951-4e91-a229-c36d453f3eef,"4440 N UNION RD, TROTWOOD, OH 45426-3153"
1552,TRO,2,8,GWOC,GWOC - NORTH,miami,-84.20099,40.045791,513,Trojans,Public,Southwest,Troy,TROY,TROY,Troy,SCARLET,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Troy-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Troy-2015_R.png",Troy,team115,southwestern,1473,Grass,"10,510",Troy Memorial Stadium,US House 8,OH House 80,OH Senate 5,"troy-trojans-(troy,oh)",2,8,GWOC,GWOC - NORTH,troy_troy,troy,5b9fee1d-0a4d-41de-b1a9-91af619f6f40,"151 W STAUNTON RD, TROY, OH 45373"
1553,TRCH,6,24,IND,IND,miami,-84.2294298,40.0351305,102,Eagles,Private,Southwest,Troy,TROY CHRISTIAN,TROY CHRISTIAN,Troy Christian,FOREST GREEN,GOLD,Black,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/TroyChristian-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/TroyChristian-2014_R.png",Troy Christian,team711,southwestern,NA,NA,NA,NA,US House 8,OH House 80,OH Senate 5,"troy-christian-eagles-(troy,oh)",6,24,IND,IND,troy_christian_troy,troy-christian,2539937f-d5a4-4df6-b7ad-7b66bd414d56,"700 S DORSET ROAD, TROY, OH 45373"
1554,CTUR,2,8,ECC,ECC,hamilton,-84.3671019,39.1057167,415,Spartans,Public,Southwest,Cincinnati,CIN. TURPIN,TURPIN,Cincinnati Turpin,MAROON,GOLD,NA,"http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Turpin-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Turpin-2017_R.png",Cin. Turpin,team214,southwestern,NA,NA,NA,NA,US House 2,OH House 27,OH Senate 7,"turpin-spartans-(cincinnati,oh)",2,8,ECC,ECC,turpin_cincinnati,turpin,6c1b8750-b19c-4d53-8a05-ea0533d7d762,"2650 BARTELS RD, CINCINNATI, OH 45244-4009"
1556,NPTC,7,25,IVC,IVC - NORTH,tuscarawas,-81.4375983,40.5006181,43,Saints,Private,East,New Philadelphia,NEW PHILADELPHIA TUSCARAWAS CENTRAL CATH.,TUSCARAWAS CENTRAL CATHOLIC,New Philadelphia Tuscarawas Central Catholic,BLACK,Vegas Gold,WHT,"http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/TCC-2017_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/TCC-2017_R.png",Tuscarawas Central Cath.,team671,eastern,1906,Grass,"1,153",Art Teynor Field,US House 7,OH House 98,OH Senate 31,"tuscarawas-central-catholic-saints-(new-philadelphia,oh)",7,25,IVC,IVC - NORTH,tuscarawas_central_catholic_new_philadelphia,tuscarawas-central-catholic,e44e794c-3d7c-464e-984d-c27e8fbc1dfd,"777 THIRD ST NE, NEW PHILADELPHIA, OH 44663-2741"
1558,ZTV,5,17,IVC,IVC - SOUTH,tuscarawas,-81.4064547,40.6015393,175,Trojans,Public,East,Zoarville,ZOARVILLE TUSCARAWAS VALLEY,TUSCARAWAS VALLEY,Zoarville Tuscarawas Valley,RED,BLACK,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/TuskyValley-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/TuskyValley-2015_R.png",Tusky Valley,team383,eastern,2247,Grass,"1,903",Tusky Valley Stadium,US House 7,OH House 98,OH Senate 31,"tuscarawas-valley-trojans-(zoarville,oh)",5,19,IVC,IVC - SOUTH,tuscarawas_valley_zoarville,tusky-valley,9390a17e-9af9-4491-b553-a0c244701937,"2637 TUSKY VALLEY RD, ZOARVILLE, OH 44656-9692"
1560,MTU,5,17,PAC 7,PAC 7,stark,-81.6024982,40.8110471,191,Mustangs,Public,NE Inland,Massillon,MASSILLON TUSLAW,TUSLAW,Massillon Tuslaw,BLUE,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Tuslaw-2016_L.png","http://mediaprocessor.websimages.com/width/181/crop/0,0,181x139/ohiohshelmets.webs.com/Tuslaw-2016_R.png",Tuslaw,team372,northeastern,1515,Grass,"3,000",William E. Kurtz Stadium,US House 7,OH House 38,OH Senate 27,"tuslaw-mustangs-(massillon,oh)",5,17,PAC 7,PAC 7,tuslaw_massillon,tuslaw,456e8bb5-e2ac-44da-bc35-418e0ae66831,"1847 MANCHESTER RD NW, MASSILLON, OH 44647-9624"
1562,LTCN,6,24,XC,XC,preble,-84.536983,39.8504448,112,Panthers,Public,Southwest,Lewisburg,LEWISBURG TRI-COUNTY NORTH,TRI-COUNTY NORTH,Lewisburg Tri-County North,SCARLET,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Tri-CountyNorth-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Tri-CountyNorth-2014_R.png",Tri-County North,team574,southwestern,2209,Grass,"1,024",Tri County North High School Stadium,US House 8,OH House 43,OH Senate 5,"tri-county-north-panthers-(lewisburg,oh)",6,24,XC,XC,tri-county_north_lewisburg,tri-county-north,e4ae4c56-fd63-4cd9-ab83-b543fa0f24ba,"500 PANTHER WAY, LEWISBURG, OH 45338"
1564,WATV,6,24,XC,XC,preble,-84.5364713,39.746799,121,Panthers,Public,Southwest,West Alexandria,WEST ALEXANDRIA TWIN VALLEY SOUTH,TWIN VALLEY SOUTH,West Alexandria Twin Valley South,SCARLET,GRAY,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/TwinValleySouth-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/TwinValleySouth-2017_R.png",Twin Valley South,team590,southwestern,2210,Grass,"1,697",Twin Valley South Stadium,US House 8,OH House 43,OH Senate 5,"twin-valley-south-panthers-(west-alexandria,oh)",6,24,XC,XC,twin_valley_south_west_alexandria,twin-valley-south,024cb8d3-c50c-4cf0-8db1-6eecd810cce2,"100 EDUCATION DR, WEST ALEXANDRIA, OH 45381"
1566,BUL,5,19,BUCK 8,BUCK 8 - SOUTH,belmont,-81.0555638,40.0641629,168,Jets,Public,East,Belmont,BELMONT UNION LOCAL,UNION LOCAL,Belmont Union Local,RED,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/UnionLocal-2014_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/UnionLocal-2014_R.png",Union Local,team417,eastern,1925,Grass,"2,496",Union Local Football Stadium,US House 6,OH House 95,OH Senate 30,"union-local-jets-(belmont,oh)",5,19,BUCK 8,BUCK 8 - SOUTH,union_local_belmont,union-local,3e44cf1b-c29c-4690-b38b-25324dcd2d07,"66779 BELMONT-MORRISTOWN ROAD, BELMONT, OH 43718-9568"
1568,CUN,4,15,SVC,SVC,ross,-83.0132495,39.3659164,253,Sherman Tanks,Public,Southeast,Chillicothe,CHILLICOTHE UNIOTO,UNIOTO,Chillicothe Unioto,PURPLE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Unioto-2015_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Unioto-2015_R.png",Unioto,team421,southeastern,2222,Artificial Turf,"2,567",Unioto Football Stadium,US House 2,OH House 92,OH Senate 17,"unioto-shermans-(chillicothe,oh)",4,15,SVC,SVC,unioto_chillicothe,unioto,808516d1-2ef9-4796-b756-1feabcf1331f,"14193 PLEASANT VALLEY RD, CHILLICOTHE, OH 45601"
1570,HUN,6,21,EAST OH,EAST OH,columbiana,-80.9291655,40.7796708,154,Golden Eagles,Public,NE Inland,Hanoverton,HANOVERTON UNITED,UNITED,Hanoverton United,BLUE,GOLD,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/United-2016__L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/United-2016__R.png",United,team368,northeastern,2006,Grass,"1,693",United Eagles Stadium,US House 6,OH House 5,OH Senate 33,"united-golden-eagles-(hanoverton,oh)",6,21,EAST OH,EAST OH,united_hanoverton,united,94ebb372-907f-4d1c-8f6d-2c9f71eeb8c0,"8143 STATE ROUTE 9, HANOVERTON, OH 44423-8618"
1571,HVUS,3,10,IND,IND,cuyahoga,-81.4381691,41.4899133,320,Preppers,Private,NE Lakes,Hunting Valley,HUNTING VALLEY UNIVERSITY SCHOOL,UNIVERSITY SCHOOL,Hunting Valley University School,MAROON,BLACK,NA,"http://mediaprocessor.websimages.com/width/176/crop/0,0,176x133/ohiohshelmets.webs.com/University-2017_L.png","http://mediaprocessor.websimages.com/width/174/crop/0,0,174x133/ohiohshelmets.webs.com/University-2017_R.png",University School,team250,northeastern,NA,NA,NA,NA,US House 14,OH House 6,OH Senate 24,"university-school-preppers-(hunting-valley,oh)",3,10,IND,IND,university_school_hunting_valley,university-school,a0768e1d-4c6e-480e-ad62-8dfb48fa0a60,"2785 SOM CENTER RD, HUNTING VALLEY, OH 44022-6652"
1572,UPA,1,2,OCC,OCC - CENT,franklin,-83.0555592,40.0143201,706,Golden Bears,Public,Central,Columbus,UPPER ARLINGTON,UPPER ARLINGTON,Upper Arlington,BLACK,GOLD,NA,"http://mediaprocessor.websimages.com/width/181/crop/0,0,181x139/ohiohshelmets.webs.com/UpperArlington-2016_L.png","http://mediaprocessor.websimages.com/width/178/crop/0,0,178x136/ohiohshelmets.webs.com/UpperArlington-2016_R.png",Upper Arlington,team061,central,2058,Artificial Turf,"8,161",Marv Moorhead Memorial Stadium,US House 15,OH House 24,OH Senate 16,"upper-arlington-golden-bears-(columbus,oh)",1,2,OCC,OCC - CENT,upper_arlington_columbus,upper-arlington,0005522e-a7be-48d9-9d77-4b204cbf1393,"1650 RIDGEVIEW RD, COLUMBUS, OH 43221-2954"
1574,USA,4,14,NORTH 10,NORTH 10,wyandot,-83.280683,40.8421964,207,Rams,Public,Northwest,Upper Sandusky,UPPER SANDUSKY,UPPER SANDUSKY,Upper Sandusky,ORANGE,BLACK,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/UpperSandusky-2016_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/UpperSandusky-2016_R.png",Upper Sandusky,team411,northwestern,2283,Grass,"2,733",Upper Sandusky Football Stadium,US House 5,OH House 87,OH Senate 26,"upper-sandusky-rams-(upper-sandusky,oh)",5,18,NORTH 10,NORTH 10,upper_sandusky_upper_sandusky,upper-sandusky,28498a0c-5576-4b53-a939-406b497c5405,"800 N SANDUSKY AVE, UPPER SANDUSKY, OH 43351-1032"
1576,MUSV,7,28,NWCC,NWCC,hardin,-83.7880098,40.691297,76,Rams,Public,Northwest,Mcguffey,MCGUFFEY UPPER SCIOTO VALLEY,UPPER SCIOTO VALLEY,McGuffey Upper Scioto Valley,RED,BLACK,WHITE,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/USV-2013_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/USV-2013_R.png",Upper Scioto Valley,team645,northwestern,2092,Grass,959,Upper Scioto Valley Stadium,US House 5,OH House 83,OH Senate 1,"upper-scioto-valley-rams-(mcguffey,oh)",7,28,NWCC,NWCC,upper_scioto_valley_mc_guffey,upper-scioto-valley,218c9d6a-e758-4ade-a643-a4c2e47dae29,"510 S COURTRIGHT ST, MC GUFFEY, OH 45859-0305"
1578,URB,4,16,CBC,CBC - MD RV,champaign,-83.7427245,40.1123551,228,Hillclimbers,Public,Southwest,Urbana,URBANA,URBANA,Urbana,MAROON,WHITE,NA,"http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Urbana-2017_L.png","http://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/Urbana-2017_R.png",Urbana,team292,southwestern,1806,Grass,"2,500",Hillclimbers Stadium,US House 4,OH House 85,OH Senate 12,"urbana-hillclimbers-(urbana,oh)",4,16,CBC,CBC - MD RV,urbana_urbana,urbana,7909eca9-6b73-4f7e-8b3f-d3f64c76c2f0,"500A WASHINGTON AVE, URBANA, OH 43078-1759"
1580,YUR,4,13,IND,IND,mahoning,-80.643119,41.1096874,177,Fighting Irish,Private,NE Inland,Youngstown,YOUNGSTOWN URSULINE,URSULINE,Youngstown Ursuline,GREEN,GOLD,NA,"http://mediaprocessor.websimages.com/width/182/crop/0,0,182x137/ohiohshelmets.webs.com/Ursuline-2017_L.png","http://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Ursuline-2017_R.png",Ursuline,team503,northeastern,1165,Artificial Turf,"20,630",Beede Field at Stambaugh Stadium,US House 13,OH House 58,OH Senate 33,"ursuline-fighting-irish-(youngstown,oh)",4,13,IND,IND,ursuline_youngstown,ursuline,d7a4edc2-0dca-4279-ab49-f044564c29e4,"750 WICK AVE, YOUNGSTOWN, OH 44505-2827"
