"","Season","Week","0","1","2","3","4","5","6"
"116",2014,13,1,0,0,0,0,0,0
"626",2014,13,1,0,0,0,0,0,0
"646",2014,13,0,1,0,0,0,0,0
"667",2014,13,1,0,0,0,0,0,0
"800",2014,13,1,0,0,0,0,0,0
"848",2014,13,1,0,0,0,0,0,0
"1207",2014,13,1,0,0,0,0,0,0
"1296",2014,13,1,0,0,0,0,0,0
"1362",2014,13,1,0,0,0,0,0,0
"1386",2014,13,1,0,0,0,0,0,0
"1530",2014,13,1,0,0,0,0,0,0
"148",2014,14,0,0,1,0,0,0,0
"200",2014,14,0,1,0,0,0,0,0
"306",2014,14,1,0,0,0,0,0,0
"385",2014,14,1,0,0,0,0,0,0
"540",2014,14,1,0,0,0,0,0,0
"650",2014,14,0,0,1,0,0,0,0
"764",2014,14,1,0,0,0,0,0,0
"792",2014,14,1,0,0,0,0,0,0
"1016",2014,14,0,0,0,1,0,0,0
"1244",2014,14,0,1,0,0,0,0,0
"1292",2014,14,1,0,0,0,0,0,0
"1346",2014,14,0,0,0,0,0.31,0.18,0.51
"1354",2014,14,0,0,1,0,0,0,0
"1408",2014,14,1,0,0,0,0,0,0
"1428",2014,14,0,1,0,0,0,0,0
"1492",2014,14,1,0,0,0,0,0,0
"1498",2014,14,1,0,0,0,0,0,0
"268",2014,14,0,1,0,0,0,0,0
"474",2014,14,0,0,1,0,0,0,0
"486",2014,14,1,0,0,0,0,0,0
"532",2014,14,0,1,0,0,0,0,0
"586",2014,14,1,0,0,0,0,0,0
"704",2014,14,1,0,0,0,0,0,0
"876",2014,14,0,1,0,0,0,0,0
"894",2014,14,0,1,0,0,0,0,0
"970",2014,14,1,0,0,0,0,0,0
"1006",2014,14,1,0,0,0,0,0,0
"1088",2014,14,1,0,0,0,0,0,0
"1202",2014,14,0,0,0,0,0.9,0.02,0.08
"1203",2014,14,0,0,1,0,0,0,0
"1211",2014,14,1,0,0,0,0,0,0
"1482",2014,14,1,0,0,0,0,0,0
"1572",2014,14,1,0,0,0,0,0,0
"1671",2014,14,0,0,0,1,0,0,0
"1704",2014,14,0,1,0,0,0,0,0
"1738",2014,14,1,0,0,0,0,0,0
"178",2014,14,1,0,0,0,0,0,0
"336",2014,14,0,1,0,0,0,0,0
"345",2014,14,0,1,0,0,0,0,0
"680",2014,14,1,0,0,0,0,0,0
"682",2014,14,1,0,0,0,0,0,0
"713",2014,14,1,0,0,0,0,0,0
"716",2014,14,0,1,0,0,0,0,0
"717",2014,14,0,1,0,0,0,0,0
"807",2014,14,1,0,0,0,0,0,0
"838",2014,14,1,0,0,0,0,0,0
"1020",2014,14,0,1,0,0,0,0,0
"1142",2014,14,1,0,0,0,0,0,0
"1254",2014,14,0,0,1,0,0,0,0
"1255",2014,14,1,0,0,0,0,0,0
"1290",2014,14,1,0,0,0,0,0,0
"1480",2014,14,1,0,0,0,0,0,0
"1638",2014,14,0,0,0,0,0.56,0.3,0.14
"1686",2014,14,1,0,0,0,0,0,0
"396",2014,14,0,0,1,0,0,0,0
"522",2014,14,0,1,0,0,0,0,0
"550",2014,14,1,0,0,0,0,0,0
"685",2014,14,1,0,0,0,0,0,0
"836",2014,14,0,0,1,0,0,0,0
"837",2014,14,0,0,0,1,0,0,0
"846",2014,14,1,0,0,0,0,0,0
"972",2014,14,1,0,0,0,0,0,0
"1026",2014,14,1,0,0,0,0,0,0
"1034",2014,14,1,0,0,0,0,0,0
"1056",2014,14,0,0,0,0,0.44,0.45,0.11
"1188",2014,14,1,0,0,0,0,0,0
"1274",2014,14,1,0,0,0,0,0,0
"1388",2014,14,0,0,0,1,0,0,0
"1470",2014,14,0,1,0,0,0,0,0
"1508",2014,14,1,0,0,0,0,0,0
"1610",2014,14,1,0,0,0,0,0,0
"1666",2014,14,1,0,0,0,0,0,0
"140",2014,14,1,0,0,0,0,0,0
"160",2014,14,1,0,0,0,0,0,0
"180",2014,14,0,0,0,1,0,0,0
"196",2014,14,0,0,0,0,0.13,0.62,0.25
"248",2014,14,0,1,0,0,0,0,0
"270",2014,14,1,0,0,0,0,0,0
"350",2014,14,1,0,0,0,0,0,0
"422",2014,14,1,0,0,0,0,0,0
"444",2014,14,1,0,0,0,0,0,0
"528",2014,14,1,0,0,0,0,0,0
"592",2014,14,1,0,0,0,0,0,0
"632",2014,14,0,1,0,0,0,0,0
"670",2014,14,1,0,0,0,0,0,0
"692",2014,14,1,0,0,0,0,0,0
"724",2014,14,1,0,0,0,0,0,0
"740",2014,14,0,0,0,0,0.69,0.07,0.24
"782",2014,14,1,0,0,0,0,0,0
"790",2014,14,1,0,0,0,0,0,0
"824",2014,14,1,0,0,0,0,0,0
"922",2014,14,0,0,1,0,0,0,0
"980",2014,14,0,0,0,0,0.72,0.24,0.04
"1116",2014,14,0,0,0,0,0.28,0.56,0.16
"1122",2014,14,1,0,0,0,0,0,0
"1312",2014,14,1,0,0,0,0,0,0
"1326",2014,14,1,0,0,0,0,0,0
"1440",2014,14,0,0,1,0,0,0,0
"1614",2014,14,0,1,0,0,0,0,0
"124",2014,14,1,0,0,0,0,0,0
"150",2014,14,0,0,1,0,0,0,0
"152",2014,14,1,0,0,0,0,0,0
"244",2014,14,1,0,0,0,0,0,0
"372",2014,14,1,0,0,0,0,0,0
"406",2014,14,1,0,0,0,0,0,0
"616",2014,14,0,1,0,0,0,0,0
"710",2014,14,0,1,0,0,0,0,0
"832",2014,14,1,0,0,0,0,0,0
"1030",2014,14,0,0,0,1,0,0,0
"1118",2014,14,1,0,0,0,0,0,0
"1146",2014,14,1,0,0,0,0,0,0
"1152",2014,14,1,0,0,0,0,0,0
"1154",2014,14,1,0,0,0,0,0,0
"1204",2014,14,1,0,0,0,0,0,0
"1232",2014,14,1,0,0,0,0,0,0
"1248",2014,14,0,0,1,0,0,0,0
"1350",2014,14,1,0,0,0,0,0,0
"1360",2014,14,1,0,0,0,0,0,0
"1476",2014,14,1,0,0,0,0,0,0
"1486",2014,14,1,0,0,0,0,0,0
"1510",2014,14,1,0,0,0,0,0,0
"1512",2014,14,1,0,0,0,0,0,0
"1588",2014,14,1,0,0,0,0,0,0
"1606",2014,14,0,1,0,0,0,0,0
"1608",2014,14,1,0,0,0,0,0,0
"1684",2014,14,1,0,0,0,0,0,0
"138",2014,14,0,1,0,0,0,0,0
"214",2014,14,1,0,0,0,0,0,0
"238",2014,14,1,0,0,0,0,0,0
"252",2014,14,1,0,0,0,0,0,0
"302",2014,14,1,0,0,0,0,0,0
"475",2014,14,0,0,0,1,0,0,0
"483",2014,14,1,0,0,0,0,0,0
"610",2014,14,1,0,0,0,0,0,0
"730",2014,14,1,0,0,0,0,0,0
"822",2014,14,1,0,0,0,0,0,0
"868",2014,14,1,0,0,0,0,0,0
"888",2014,14,1,0,0,0,0,0,0
"1032",2014,14,1,0,0,0,0,0,0
"1078",2014,14,1,0,0,0,0,0,0
"1086",2014,14,1,0,0,0,0,0,0
"1140",2014,14,1,0,0,0,0,0,0
"1342",2014,14,1,0,0,0,0,0,0
"1612",2014,14,1,0,0,0,0,0,0
"1624",2014,14,0,1,0,0,0,0,0
"1632",2014,14,0,1,0,0,0,0,0
"1656",2014,14,1,0,0,0,0,0,0
"1672",2014,14,1,0,0,0,0,0,0
"1674",2014,14,1,0,0,0,0,0,0
"1698",2014,14,1,0,0,0,0,0,0
"1700",2014,14,1,0,0,0,0,0,0
"1736",2014,14,0,0,1,0,0,0,0
"1741",2014,14,0,0,1,0,0,0,0
"118",2014,14,1,0,0,0,0,0,0
"192",2014,14,1,0,0,0,0,0,0
"320",2014,14,1,0,0,0,0,0,0
"364",2014,14,1,0,0,0,0,0,0
"516",2014,14,1,0,0,0,0,0,0
"548",2014,14,1,0,0,0,0,0,0
"690",2014,14,1,0,0,0,0,0,0
"696",2014,14,0,0,1,0,0,0,0
"810",2014,14,0,0,1,0,0,0,0
"842",2014,14,0,0,0,0,0.1,0.18,0.72
"872",2014,14,0,1,0,0,0,0,0
"884",2014,14,1,0,0,0,0,0,0
"904",2014,14,1,0,0,0,0,0,0
"1422",2014,14,1,0,0,0,0,0,0
"1484",2014,14,1,0,0,0,0,0,0
"1520",2014,14,0,1,0,0,0,0,0
"1526",2014,14,0,1,0,0,0,0,0
"1528",2014,14,0,1,0,0,0,0,0
"1552",2014,14,1,0,0,0,0,0,0
"1554",2014,14,1,0,0,0,0,0,0
"1664",2014,14,0,1,0,0,0,0,0
"1719",2014,14,1,0,0,0,0,0,0
"1720",2014,14,1,0,0,0,0,0,0
"1746",2014,14,1,0,0,0,0,0,0
"112",2014,14,1,0,0,0,0,0,0
"146",2014,14,0,0,1,0,0,0,0
"274",2014,14,1,0,0,0,0,0,0
"276",2014,14,0,1,0,0,0,0,0
"304",2014,14,1,0,0,0,0,0,0
"360",2014,14,0,1,0,0,0,0,0
"390",2014,14,1,0,0,0,0,0,0
"428",2014,14,1,0,0,0,0,0,0
"478",2014,14,1,0,0,0,0,0,0
"634",2014,14,1,0,0,0,0,0,0
"698",2014,14,1,0,0,0,0,0,0
"736",2014,14,1,0,0,0,0,0,0
"802",2014,14,0,1,0,0,0,0,0
"902",2014,14,0,1,0,0,0,0,0
"964",2014,14,1,0,0,0,0,0,0
"994",2014,14,1,0,0,0,0,0,0
"1120",2014,14,1,0,0,0,0,0,0
"1158",2014,14,1,0,0,0,0,0,0
"1180",2014,14,0,0,1,0,0,0,0
"1281",2014,14,1,0,0,0,0,0,0
"1288",2014,14,1,0,0,0,0,0,0
"1384",2014,14,0,0,0,0,0.71,0.21,0.08
"1472",2014,14,1,0,0,0,0,0,0
"1522",2014,14,0,1,0,0,0,0,0
"1658",2014,14,1,0,0,0,0,0,0
"1724",2014,14,0,1,0,0,0,0,0
"168",2014,14,0,0,0,1,0,0,0
"242",2014,14,0,0,1,0,0,0,0
"342",2014,14,0,0,0,0,0.31,0.3,0.39
"384",2014,14,1,0,0,0,0,0,0
"392",2014,14,0,0,0,1,0,0,0
"398",2014,14,1,0,0,0,0,0,0
"464",2014,14,1,0,0,0,0,0,0
"506",2014,14,1,0,0,0,0,0,0
"652",2014,14,0,1,0,0,0,0,0
"728",2014,14,1,0,0,0,0,0,0
"784",2014,14,1,0,0,0,0,0,0
"856",2014,14,1,0,0,0,0,0,0
"880",2014,14,1,0,0,0,0,0,0
"926",2014,14,0,1,0,0,0,0,0
"940",2014,14,1,0,0,0,0,0,0
"944",2014,14,0,1,0,0,0,0,0
"976",2014,14,1,0,0,0,0,0,0
"1160",2014,14,0,0,1,0,0,0,0
"1224",2014,14,1,0,0,0,0,0,0
"1240",2014,14,0,1,0,0,0,0,0
"1320",2014,14,0,1,0,0,0,0,0
"1324",2014,14,1,0,0,0,0,0,0
"1394",2014,14,1,0,0,0,0,0,0
"1398",2014,14,1,0,0,0,0,0,0
"1410",2014,14,1,0,0,0,0,0,0
"1571",2014,14,1,0,0,0,0,0,0
"1734",2014,14,1,0,0,0,0,0,0
"144",2014,14,0,0,0,0,0.29,0.32,0.39
"186",2014,14,0,0,0,1,0,0,0
"188",2014,14,0,1,0,0,0,0,0
"218",2014,14,0,0,0,0,0.49,0.32,0.19
"224",2014,14,1,0,0,0,0,0,0
"286",2014,14,1,0,0,0,0,0,0
"332",2014,14,1,0,0,0,0,0,0
"472",2014,14,0,1,0,0,0,0,0
"502",2014,14,1,0,0,0,0,0,0
"666",2014,14,0,1,0,0,0,0,0
"686",2014,14,0,1,0,0,0,0,0
"718",2014,14,1,0,0,0,0,0,0
"748",2014,14,1,0,0,0,0,0,0
"751",2014,14,1,0,0,0,0,0,0
"762",2014,14,0,0,1,0,0,0,0
"956",2014,14,1,0,0,0,0,0,0
"962",2014,14,0,0,1,0,0,0,0
"982",2014,14,0,0,1,0,0,0,0
"1022",2014,14,0,1,0,0,0,0,0
"1106",2014,14,0,1,0,0,0,0,0
"1348",2014,14,0,0,0,1,0,0,0
"1420",2014,14,1,0,0,0,0,0,0
"1436",2014,14,1,0,0,0,0,0,0
"1544",2014,14,0,0,1,0,0,0,0
"1618",2014,14,1,0,0,0,0,0,0
"1680",2014,14,1,0,0,0,0,0,0
"1750",2014,14,1,0,0,0,0,0,0
"132",2014,14,0,0,0,0,0.24,0.17,0.59
"158",2014,14,0,0,1,0,0,0,0
"184",2014,14,0,0,1,0,0,0,0
"292",2014,14,1,0,0,0,0,0,0
"330",2014,14,1,0,0,0,0,0,0
"352",2014,14,1,0,0,0,0,0,0
"402",2014,14,1,0,0,0,0,0,0
"476",2014,14,1,0,0,0,0,0,0
"526",2014,14,1,0,0,0,0,0,0
"608",2014,14,1,0,0,0,0,0,0
"658",2014,14,1,0,0,0,0,0,0
"678",2014,14,1,0,0,0,0,0,0
"998",2014,14,0,0,1,0,0,0,0
"1062",2014,14,0,1,0,0,0,0,0
"1074",2014,14,0,0,0,1,0,0,0
"1108",2014,14,1,0,0,0,0,0,0
"1164",2014,14,0,1,0,0,0,0,0
"1235",2014,14,1,0,0,0,0,0,0
"1258",2014,14,1,0,0,0,0,0,0
"1330",2014,14,1,0,0,0,0,0,0
"1412",2014,14,1,0,0,0,0,0,0
"1534",2014,14,0,0,1,0,0,0,0
"1550",2014,14,0,0,0,0,0.69,0.17,0.14
"1616",2014,14,0,0,0,1,0,0,0
"1660",2014,14,1,0,0,0,0,0,0
"1714",2014,14,1,0,0,0,0,0,0
"1732",2014,14,1,0,0,0,0,0,0
"176",2014,14,1,0,0,0,0,0,0
"294",2014,14,1,0,0,0,0,0,0
"310",2014,14,0,0,1,0,0,0,0
"322",2014,14,1,0,0,0,0,0,0
"416",2014,14,1,0,0,0,0,0,0
"448",2014,14,1,0,0,0,0,0,0
"500",2014,14,1,0,0,0,0,0,0
"514",2014,14,1,0,0,0,0,0,0
"584",2014,14,0,1,0,0,0,0,0
"644",2014,14,0,1,0,0,0,0,0
"702",2014,14,1,0,0,0,0,0,0
"738",2014,14,0,0,0,1,0,0,0
"774",2014,14,1,0,0,0,0,0,0
"828",2014,14,1,0,0,0,0,0,0
"1046",2014,14,1,0,0,0,0,0,0
"1162",2014,14,1,0,0,0,0,0,0
"1246",2014,14,0,1,0,0,0,0,0
"1264",2014,14,0,0,1,0,0,0,0
"1392",2014,14,1,0,0,0,0,0,0
"1432",2014,14,1,0,0,0,0,0,0
"1448",2014,14,1,0,0,0,0,0,0
"1488",2014,14,0,0,0,0,0.87,0.11,0.02
"1496",2014,14,1,0,0,0,0,0,0
"1500",2014,14,1,0,0,0,0,0,0
"1580",2014,14,0,0,0,1,0,0,0
"1678",2014,14,1,0,0,0,0,0,0
"166",2014,14,1,0,0,0,0,0,0
"190",2014,14,0,0,1,0,0,0,0
"198",2014,14,1,0,0,0,0,0,0
"262",2014,14,1,0,0,0,0,0,0
"272",2014,14,1,0,0,0,0,0,0
"346",2014,14,1,0,0,0,0,0,0
"378",2014,14,1,0,0,0,0,0,0
"380",2014,14,1,0,0,0,0,0,0
"570",2014,14,1,0,0,0,0,0,0
"590",2014,14,1,0,0,0,0,0,0
"620",2014,14,0,1,0,0,0,0,0
"712",2014,14,1,0,0,0,0,0,0
"804",2014,14,0,0,0,0,0.76,0.1,0.14
"808",2014,14,0,1,0,0,0,0,0
"914",2014,14,1,0,0,0,0,0,0
"1012",2014,14,1,0,0,0,0,0,0
"1080",2014,14,1,0,0,0,0,0,0
"1206",2014,14,1,0,0,0,0,0,0
"1208",2014,14,1,0,0,0,0,0,0
"1266",2014,14,0,1,0,0,0,0,0
"1314",2014,14,1,0,0,0,0,0,0
"1416",2014,14,1,0,0,0,0,0,0
"1574",2014,14,1,0,0,0,0,0,0
"1596",2014,14,1,0,0,0,0,0,0
"1598",2014,14,1,0,0,0,0,0,0
"1620",2014,14,1,0,0,0,0,0,0
"1634",2014,14,0,0,0,1,0,0,0
"114",2014,14,0,1,0,0,0,0,0
"212",2014,14,0,1,0,0,0,0,0
"232",2014,14,1,0,0,0,0,0,0
"300",2014,14,1,0,0,0,0,0,0
"370",2014,14,1,0,0,0,0,0,0
"376",2014,14,1,0,0,0,0,0,0
"482",2014,14,1,0,0,0,0,0,0
"554",2014,14,1,0,0,0,0,0,0
"622",2014,14,1,0,0,0,0,0,0
"758",2014,14,1,0,0,0,0,0,0
"788",2014,14,1,0,0,0,0,0,0
"830",2014,14,1,0,0,0,0,0,0
"870",2014,14,0,1,0,0,0,0,0
"882",2014,14,1,0,0,0,0,0,0
"890",2014,14,0,1,0,0,0,0,0
"1000",2014,14,1,0,0,0,0,0,0
"1008",2014,14,1,0,0,0,0,0,0
"1068",2014,14,1,0,0,0,0,0,0
"1100",2014,14,1,0,0,0,0,0,0
"1252",2014,14,1,0,0,0,0,0,0
"1316",2014,14,1,0,0,0,0,0,0
"1344",2014,14,0,0,1,0,0,0,0
"1568",2014,14,1,0,0,0,0,0,0
"1584",2014,14,1,0,0,0,0,0,0
"1604",2014,14,1,0,0,0,0,0,0
"1676",2014,14,1,0,0,0,0,0,0
"1752",2014,14,1,0,0,0,0,0,0
"106",2014,14,1,0,0,0,0,0,0
"164",2014,14,1,0,0,0,0,0,0
"388",2014,14,0,0,0,1,0,0,0
"510",2014,14,1,0,0,0,0,0,0
"582",2014,14,1,0,0,0,0,0,0
"660",2014,14,1,0,0,0,0,0,0
"742",2014,14,1,0,0,0,0,0,0
"752",2014,14,1,0,0,0,0,0,0
"796",2014,14,1,0,0,0,0,0,0
"806",2014,14,0,1,0,0,0,0,0
"892",2014,14,1,0,0,0,0,0,0
"988",2014,14,1,0,0,0,0,0,0
"1002",2014,14,1,0,0,0,0,0,0
"1148",2014,14,1,0,0,0,0,0,0
"1168",2014,14,1,0,0,0,0,0,0
"1176",2014,14,0,1,0,0,0,0,0
"1190",2014,14,1,0,0,0,0,0,0
"1322",2014,14,1,0,0,0,0,0,0
"1414",2014,14,1,0,0,0,0,0,0
"1421",2014,14,0,1,0,0,0,0,0
"1518",2014,14,1,0,0,0,0,0,0
"1524",2014,14,0,1,0,0,0,0,0
"1578",2014,14,1,0,0,0,0,0,0
"1590",2014,14,1,0,0,0,0,0,0
"1626",2014,14,1,0,0,0,0,0,0
"1636",2014,14,1,0,0,0,0,0,0
"1744",2014,14,0,0,1,0,0,0,0
"170",2014,14,0,1,0,0,0,0,0
"202",2014,14,1,0,0,0,0,0,0
"226",2014,14,1,0,0,0,0,0,0
"282",2014,14,1,0,0,0,0,0,0
"340",2014,14,0,0,0,0,0.51,0.28,0.21
"354",2014,14,1,0,0,0,0,0,0
"366",2014,14,0,1,0,0,0,0,0
"436",2014,14,0,0,1,0,0,0,0
"440",2014,14,0,1,0,0,0,0,0
"519",2014,14,1,0,0,0,0,0,0
"560",2014,14,1,0,0,0,0,0,0
"630",2014,14,1,0,0,0,0,0,0
"642",2014,14,0,1,0,0,0,0,0
"662",2014,14,1,0,0,0,0,0,0
"818",2014,14,1,0,0,0,0,0,0
"936",2014,14,1,0,0,0,0,0,0
"1112",2014,14,1,0,0,0,0,0,0
"1170",2014,14,1,0,0,0,0,0,0
"1210",2014,14,1,0,0,0,0,0,0
"1364",2014,14,0,1,0,0,0,0,0
"1396",2014,14,1,0,0,0,0,0,0
"1460",2014,14,1,0,0,0,0,0,0
"1548",2014,14,0,0,1,0,0,0,0
"1558",2014,14,1,0,0,0,0,0,0
"1560",2014,14,1,0,0,0,0,0,0
"1706",2014,14,1,0,0,0,0,0,0
"134",2014,14,1,0,0,0,0,0,0
"290",2014,14,1,0,0,0,0,0,0
"426",2014,14,0,1,0,0,0,0,0
"508",2014,14,0,1,0,0,0,0,0
"518",2014,14,1,0,0,0,0,0,0
"534",2014,14,1,0,0,0,0,0,0
"606",2014,14,1,0,0,0,0,0,0
"614",2014,14,0,0,1,0,0,0,0
"636",2014,14,0,1,0,0,0,0,0
"746",2014,14,0,0,1,0,0,0,0
"754",2014,14,1,0,0,0,0,0,0
"820",2014,14,1,0,0,0,0,0,0
"864",2014,14,1,0,0,0,0,0,0
"1072",2014,14,1,0,0,0,0,0,0
"1156",2014,14,1,0,0,0,0,0,0
"1172",2014,14,1,0,0,0,0,0,0
"1184",2014,14,1,0,0,0,0,0,0
"1212",2014,14,1,0,0,0,0,0,0
"1214",2014,14,1,0,0,0,0,0,0
"1236",2014,14,1,0,0,0,0,0,0
"1260",2014,14,0,0,1,0,0,0,0
"1300",2014,14,0,1,0,0,0,0,0
"1332",2014,14,1,0,0,0,0,0,0
"1506",2014,14,1,0,0,0,0,0,0
"1592",2014,14,0,0,1,0,0,0,0
"1710",2014,14,1,0,0,0,0,0,0
"108",2014,14,1,0,0,0,0,0,0
"182",2014,14,1,0,0,0,0,0,0
"220",2014,14,1,0,0,0,0,0,0
"362",2014,14,1,0,0,0,0,0,0
"410",2014,14,1,0,0,0,0,0,0
"556",2014,14,1,0,0,0,0,0,0
"706",2014,14,1,0,0,0,0,0,0
"760",2014,14,0,0,1,0,0,0,0
"794",2014,14,0,1,0,0,0,0,0
"816",2014,14,1,0,0,0,0,0,0
"866",2014,14,0,1,0,0,0,0,0
"968",2014,14,0,1,0,0,0,0,0
"1048",2014,14,1,0,0,0,0,0,0
"1150",2014,14,1,0,0,0,0,0,0
"1166",2014,14,1,0,0,0,0,0,0
"1186",2014,14,1,0,0,0,0,0,0
"1256",2014,14,1,0,0,0,0,0,0
"1268",2014,14,1,0,0,0,0,0,0
"1270",2014,14,0,1,0,0,0,0,0
"1318",2014,14,1,0,0,0,0,0,0
"1458",2014,14,1,0,0,0,0,0,0
"1566",2014,14,1,0,0,0,0,0,0
"1652",2014,14,1,0,0,0,0,0,0
"1690",2014,14,1,0,0,0,0,0,0
"1696",2014,14,0,0,0,1,0,0,0
"1740",2014,14,1,0,0,0,0,0,0
"120",2014,14,1,0,0,0,0,0,0
"208",2014,14,1,0,0,0,0,0,0
"228",2014,14,1,0,0,0,0,0,0
"264",2014,14,1,0,0,0,0,0,0
"318",2014,14,1,0,0,0,0,0,0
"369",2014,14,0,0,0,0,0.94,0.05,0.01
"382",2014,14,1,0,0,0,0,0,0
"490",2014,14,1,0,0,0,0,0,0
"588",2014,14,1,0,0,0,0,0,0
"672",2014,14,0,0,1,0,0,0,0
"676",2014,14,1,0,0,0,0,0,0
"920",2014,14,0,1,0,0,0,0,0
"924",2014,14,1,0,0,0,0,0,0
"928",2014,14,1,0,0,0,0,0,0
"954",2014,14,0,1,0,0,0,0,0
"1018",2014,14,0,1,0,0,0,0,0
"1042",2014,14,1,0,0,0,0,0,0
"1134",2014,14,1,0,0,0,0,0,0
"1272",2014,14,1,0,0,0,0,0,0
"1276",2014,14,1,0,0,0,0,0,0
"1284",2014,14,1,0,0,0,0,0,0
"1504",2014,14,0,1,0,0,0,0,0
"1600",2014,14,0,0,1,0,0,0,0
"1644",2014,14,0,1,0,0,0,0,0
"1682",2014,14,0,0,0,1,0,0,0
"1956",2014,14,1,0,0,0,0,0,0
"256",2014,14,1,0,0,0,0,0,0
"260",2014,14,1,0,0,0,0,0,0
"308",2014,14,1,0,0,0,0,0,0
"404",2014,14,0,1,0,0,0,0,0
"408",2014,14,1,0,0,0,0,0,0
"504",2014,14,1,0,0,0,0,0,0
"750",2014,14,1,0,0,0,0,0,0
"812",2014,14,0,0,0,0,0.03,0.34,0.63
"860",2014,14,0,0,1,0,0,0,0
"912",2014,14,1,0,0,0,0,0,0
"992",2014,14,0,1,0,0,0,0,0
"1010",2014,14,1,0,0,0,0,0,0
"1044",2014,14,1,0,0,0,0,0,0
"1058",2014,14,0,0,1,0,0,0,0
"1174",2014,14,1,0,0,0,0,0,0
"1192",2014,14,1,0,0,0,0,0,0
"1280",2014,14,1,0,0,0,0,0,0
"1328",2014,14,1,0,0,0,0,0,0
"1426",2014,14,1,0,0,0,0,0,0
"1456",2014,14,1,0,0,0,0,0,0
"1478",2014,14,0,1,0,0,0,0,0
"1542",2014,14,1,0,0,0,0,0,0
"1570",2014,14,0,1,0,0,0,0,0
"1630",2014,14,1,0,0,0,0,0,0
"1640",2014,14,1,0,0,0,0,0,0
"1650",2014,14,1,0,0,0,0,0,0
"1668",2014,14,0,0,0,1,0,0,0
"100",2014,14,1,0,0,0,0,0,0
"312",2014,14,1,0,0,0,0,0,0
"316",2014,14,1,0,0,0,0,0,0
"400",2014,14,1,0,0,0,0,0,0
"412",2014,14,0,0,0,0,0.97,0.01,0.02
"434",2014,14,1,0,0,0,0,0,0
"466",2014,14,0,1,0,0,0,0,0
"530",2014,14,1,0,0,0,0,0,0
"542",2014,14,1,0,0,0,0,0,0
"572",2014,14,1,0,0,0,0,0,0
"640",2014,14,1,0,0,0,0,0,0
"708",2014,14,1,0,0,0,0,0,0
"720",2014,14,0,1,0,0,0,0,0
"834",2014,14,1,0,0,0,0,0,0
"862",2014,14,0,0,0,1,0,0,0
"900",2014,14,0,0,0,1,0,0,0
"946",2014,14,0,0,1,0,0,0,0
"950",2014,14,1,0,0,0,0,0,0
"1066",2014,14,1,0,0,0,0,0,0
"1102",2014,14,1,0,0,0,0,0,0
"1216",2014,14,1,0,0,0,0,0,0
"1234",2014,14,1,0,0,0,0,0,0
"1308",2014,14,1,0,0,0,0,0,0
"1400",2014,14,1,0,0,0,0,0,0
"1532",2014,14,0,0,0,0,0.24,0.48,0.28
"1670",2014,14,1,0,0,0,0,0,0
"1722",2014,14,1,0,0,0,0,0,0
"1742",2014,14,0,0,0,1,0,0,0
"102",2014,14,1,0,0,0,0,0,0
"105",2014,14,1,0,0,0,0,0,0
"162",2014,14,1,0,0,0,0,0,0
"194",2014,14,0,1,0,0,0,0,0
"250",2014,14,1,0,0,0,0,0,0
"284",2014,14,1,0,0,0,0,0,0
"326",2014,14,1,0,0,0,0,0,0
"334",2014,14,0,0,0,1,0,0,0
"442",2014,14,1,0,0,0,0,0,0
"458",2014,14,1,0,0,0,0,0,0
"498",2014,14,1,0,0,0,0,0,0
"524",2014,14,1,0,0,0,0,0,0
"544",2014,14,1,0,0,0,0,0,0
"578",2014,14,1,0,0,0,0,0,0
"598",2014,14,1,0,0,0,0,0,0
"624",2014,14,0,0,1,0,0,0,0
"664",2014,14,0,0,1,0,0,0,0
"744",2014,14,1,0,0,0,0,0,0
"1084",2014,14,0,1,0,0,0,0,0
"1090",2014,14,1,0,0,0,0,0,0
"1096",2014,14,1,0,0,0,0,0,0
"1144",2014,14,1,0,0,0,0,0,0
"1226",2014,14,0,0,1,0,0,0,0
"1406",2014,14,0,0,0,1,0,0,0
"1418",2014,14,1,0,0,0,0,0,0
"1450",2014,14,1,0,0,0,0,0,0
"1586",2014,14,0,0,0,0,0.97,0.03,0
"110",2014,14,1,0,0,0,0,0,0
"130",2014,14,1,0,0,0,0,0,0
"206",2014,14,1,0,0,0,0,0,0
"236",2014,14,1,0,0,0,0,0,0
"368",2014,14,0,1,0,0,0,0,0
"394",2014,14,0,0,0,0,0.06,0.35,0.59
"430",2014,14,0,1,0,0,0,0,0
"460",2014,14,1,0,0,0,0,0,0
"462",2014,14,1,0,0,0,0,0,0
"470",2014,14,1,0,0,0,0,0,0
"576",2014,14,1,0,0,0,0,0,0
"604",2014,14,0,0,1,0,0,0,0
"772",2014,14,0,1,0,0,0,0,0
"874",2014,14,0,1,0,0,0,0,0
"958",2014,14,0,0,0,0,0.03,0.03,0.94
"1004",2014,14,0,1,0,0,0,0,0
"1082",2014,14,1,0,0,0,0,0,0
"1136",2014,14,1,0,0,0,0,0,0
"1230",2014,14,1,0,0,0,0,0,0
"1340",2014,14,1,0,0,0,0,0,0
"1352",2014,14,1,0,0,0,0,0,0
"1468",2014,14,0,0,1,0,0,0,0
"1553",2014,14,0,0,1,0,0,0,0
"1562",2014,14,0,0,1,0,0,0,0
"1564",2014,14,1,0,0,0,0,0,0
"1688",2014,14,0,0,0,1,0,0,0
"1712",2014,14,1,0,0,0,0,0,0
