X,nonOH_div,ST,School,Best.Name,Helm
2017_10645,1,KY,Lafayette,Lafayette,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lafayette-2016.png"
2017_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2017_10605,2,KY,Grant County,Grant County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_GrantCounty-2016_L.png"
2017_10060,6,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2017_10544,2,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2017_9007,7,OH,Horizon Science Academy Jaguars,Horizon Science Academy,"https://mediaprocessor.websimages.com/width/181/crop/0,0,181x139/ohiohshelmets.webs.com/HorizonScience-2016_L.png"
2017_10595,6,KY,Frankfort,Frankfort,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Frankfort-2016.png"
2017_9910,5,OH,Dohn Community Panthers,Dohn Community,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Dohn-2014_L.png"
2017_9901,0,OH,Columbus Crusaders (club),Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2017_10011,1,WV,Cabell Midland,Cabell Midland,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Midland-2016.png"
2017_25237,3,ON,Football North (via St Joseph),St Joseph,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJosephs-2016.png"
2017_11171,1,MI,Detroit Cass Tech,Detroit Cass Tech,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CassTech-16.png"
2017_13167,2,IN,Indianapolis Cathedral Fighting Irish,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2017_25228,2,ON,Football North (via Clarkson SS),Clarkson Seconday,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_FootballNorth-2016_L.png"
2017_10724,6,KY,Raceland Rams,Raceland,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Raceland-2016-1.png"
2017_1296,7,OH,Ridgedale Rockets,Ridgedale,
2017_10519,7,KY,Bellevue,Bellevue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bellevue-2016.png"
2017_12530,1,PA,McDowell,McDowell,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_McDowell-2016.png"
2017_14909,4,DC,Howard D. Woodson Warriors,Howard D. Woodson,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodson-2016.png"
2017_21506,1,IL,Naperville Central Redhawks,Naperville Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_NapervilleCentral-2016.png"
2017_25173,7,ON,Canada Prep Spartans,Canada Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CanadaPrep-2016.png"
2017_25227,7,ON,Royal Imperial Collegiate Knights,Royal Imperial Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_RoyalImperialCollegiate-2016.png"
2017_13164,4,IN,Indianapolis Bishop Chatard Trojans,Indianapolis Bishop Chatard,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BishopChatard-2016.png"
2017_10562,2,KY,Covington Catholic Colonels,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2017_11676,2,MI,Temperance Bedford Mules,Temperance Bedford,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bedford(MI)-2016.png"
2017_11582,1,MI,Detroit Catholic Central,Detroit Catholic Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DetroitCC-2016_L.png"
2017_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2017_21380,1,IL,Hinsdale Central,Hinsdale Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HinsdaleCentral-2016.png"
2017_10756,1,KY,St Xavier (Louisville) Tigers,Louisville St Xavier,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StX-2016.png"
2017_11016,5,MI,Ann Arbor Gabriel Richard,Ann Arbor Gabriel Richard,
2017_12650,1,PA,Erie Royals,Erie Royals,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Erie(PA)-2017.png"
2017_10129,7,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2017_11785,2,MI,Detroit East English,Detroit East English,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastEnglish(MI)-2016_L.png"
2017_10013,7,WV,Cameron Dragons,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2017_10124,7,WV,Van Bulldogs,Van,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Van_2016.png"
2017_10101,4,WV,Roane County,Roane County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_RoaneCounty(WV)_L.png"
2017_10528,3,KY,Boyd County Lions,Boyd County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_BoydCounty-2016.png"
2017_12548,5,PA,Sharon Tigers,Sharon,
2017_12570,5,PA,Sharpsville Blue Devils,Sharpsville,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Sharpsville-2017.png"
2017_12384,2,PA,Upper Saint Clair,Upper Saint Clair,
2017_10071,1,WV,Morgantown,Morgantown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Morgantown-2015_L.png"
2017_12645,2,PA,University Prep (co-op) Wildcats,University Prep,
2017_15000,7,NY,Cardinal O'Hara Hawks,Cardinal O'Hara,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CardinalOHara-2016.png"
2017_28364,1,FL,Merritt Island Mustangs,Merritt Island,#N/A
2017_11482,6,MI,Millington Cardinals,Millington,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Millington-2016.png"
2017_10082,7,WV,Paden City Wildcats,Paden City,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/PadenCity-2014_L.png"
2017_14523,1,MD,Mergenthaler,Mergenthaler,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_MergenthalerVT-2016.png"
2017_10737,2,KY,Scott (Covington),Covington Scott,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Scott-2016.png"
2017_13197,4,IN,Lawrenceburg Tigers,Lawrenceburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lawrenceburg-2016.png"
2017_12451,7,PA,Greensburg Central Catholic,Greensburg Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_GreensboroCC-2017_L.png"
2017_10059,7,WV,Madonna Blue Dons,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2017_10128,4,WV,Weir Red Riders,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2017_15010,5,NY,Aquinas Institute,Aquinas Institute,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_AquinasInstitute.png"
2017_10588,7,KY,Fairview (Ashland),Ashland Fairview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Fairview-2016.png"
2017_11674,3,MI,Tecumseh,Tecumseh,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tecumseh-2016.png"
2017_15008,3,NY,St Francis Red Raiders,St Francis,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StFrancis-2016.png"
2017_10079,4,WV,Oak Glen Golden Bears,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2017_10052,2,WV,John Marshall Monarchs,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2017_15007,2,NY,Canisius,Canisius,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Canisius-2016.png"
2017_12390,1,PA,Pine-Richland,Pine-Richland,
2017_12552,5,PA,Seneca Bobcats,Seneca,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Seneca-2016_L.png"
2017_10018,7,WV,Clay-Battelle Cee Bees,Clay-Battelle,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ClayBettele-2015__L.png"
2017_10045,7,WV,Hundred Hornets,Hundred,"https://mediaprocessor.websimages.com/width/179/crop/0,0,179x137/ohiohshelmets.webs.com/Hundred-2017_L.png"
2017_10040,7,WV,Hannan Wildcats,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2017_12575,6,PA,Cochranton,Cochranton,
2017_12532,2,PA,Cathedral Prep Ramblers,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2017_12492,3,PA,Carrick,Carrick,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Carrick-2017_L.png"
2017_10024,7,WV,East Hardy Cougars,East Hardy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastHardy(WV)-2016.png"
2017_10130,2,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2017_17539,3,NJ,Wayne Hills,Wayne Hills,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WayneHills-2016_L.png"
2017_15009,2,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2017_12574,7,PA,West Middlesex,West Middlesex,
2017_10111,6,WV,South Harrison Hawks,South Harrison,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_SouthHarrison(WV)_2016.png"
2017_15004,6,NY,Saint Mary's Lancers,Saint Mary's,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2016.png"
2017_12539,3,PA,Oil City,Oil City,
2017_11192,2,MI,Detroit King,Detroit King,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_MLK-2016.png"
2017_9914,0,OH,North Adams (club) Green Devils,North Adams Green Devils,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/NorthAdams-2017_L.png"
2017_9911,0,OH,Reigning Sports Academy (club) Thunder,Reigning Sports Academy Thunder,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ReigningThunder-2016_L.png"
2017_10626,6,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2017_12553,5,PA,Mercyhurst Prep,Mercyhurst Prep,
2017_12546,4,PA,Titusville,Titusville,
2017_12541,4,PA,Corry,Corry,
2017_12537,4,PA,Harbor Creek,Harbor Creek,
2017_12551,5,PA,Girard,Girard,
2017_12557,6,PA,Fairview,Fairview,
2017_12565,5,PA,Lakeview Sailors,Lakeview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Lakeview(PA)-2016.png"
2017_10009,6,WV,Buffalo (Putnam) Bison,Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2017_25091,3,ON,St. John's Eagles,St. John's,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJohnsCollege-2016.png"
2017_28656,7,FL,International School of Broward Pumas,International School of Broward,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_InternationalSchool_2017.png"
2017_10691,5,KY,Newport Wildcats,Newport,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Newport-2016.png"
2017_10601,4,KY,Gallatin County,Gallatin County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_GallatinCounty-2016_L.png"
2017_10099,5,WV,Ritchie County Rebels,Ritchie County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_RitchieCounty-2017_L.png"
2017_10123,7,WV,Valley (Wetzel) Lumberjacks,Wetzel Valley,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Valley-2017_L-1.png"
2017_25099,1,ON,St Thomas More Knights,St Thomas More,
2017_9913,0,OH,West Union (club) Dragons,West Union Dragons,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WestUnion-2014_L.png"
2017_13075,2,IN,East Central Trojans,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2017_13117,3,IN,Franklin County Wildcats,Franklin County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_FranklinCounty-2016.png"
2017_9903,0,OH,Landmark Eagles (club),Landmark Eagles,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Landmark-2015_L.png"
2017_25238,3,ON,West Toronto Prep (via Silverthorn CI),West Toronto Prep,
2017_12494,6,PA,Perry Traditional Academy,Perry Traditional Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PerryTradional-2016.png"
2017_10007,3,WV,Brooke Bruins,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2017_10731,4,KY,Russell Red Devils,Russell,
2017_10506,2,KY,Ashland Blazer Tomcats,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2017_25104,3,ON,Cathedral Gaels,Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral(CN)-2016_L.png"
2017_13385,4,IN,Woodlan Warriors,Woodlan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Woodlan-2016.png"
2017_13023,5,IN,Bluffton Tigers,Bluffton,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Bluffton(IN)-2016.png"
2017_10132,6,WV,Williamstown YellowJackets,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2017_10105,6,WV,Saint Marys Blue Devils,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2017_10083,1,WV,Parkersburg Big Reds,Parkersburg,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Parkersburg-2016.png"
2002_12553,4,PA,Mercyhurst Prep,Mercyhurst Prep,
2002_25020,4,ON,Trinity College,Trinity College,
2002_12569,6,PA,Kennedy Catholic Golden Eagles,Kennedy Catholic,
2002_10562,2,KY,Covington Catholic,Covington Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CovingtonCatholic-2016.png"
2002_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2002_10781,2,KY,Whitley County,Whitley County,
2002_10060,4,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2002_10200,6,WV,Linsly Cadets,Linsly Cadets,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Linsly-2015_L.png"
2002_25087,2,ON,North Park,North Park,
2002_10096,4,WV,Ravenswood,Ravenswood,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ravenswood-2016.png"
2002_10046,1,WV,Huntington,Huntington,
2002_10731,3,KY,Russell,Russell,
2002_12800,5,PA,The Academy Knights,The Academy,
2002_12507,5,PA,Moniteau,Moniteau,
2002_10119,5,WV,Tyler Consolidated,Tyler Consolidated,
2002_10079,4,WV,Oak Glen,Oak Glen,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/OakGlen-2017_L.png"
2002_10102,2,WV,Robert C Byrd,Robert C Byrd,
2002_10626,4,KY,Holy Cross (Covington),Covington Holy Cross,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_HolyCross-2016.png"
2002_25000,1,ON,Gloucester Gators,Gloucester,
2002_13294,2,IN,Roncalli,Roncalli,
2002_12532,2,PA,Cathedral Prep,Cathedral Prep,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CathedralPrep-2016.png"
2002_25014,4,ON,De La Salle,De La Salle,
2002_11501,1,MI,Muskegon,Muskegon,
2002_10059,6,WV,Madonna,Madonna,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WeirtonMadonna-2017_L.png"
2002_11057,3,MI,Detroit Country Day,Detroit Country Day,
2002_11207,1,MI,Detroit U of D Jesuit,Detroit U of D Jesuit,
2002_10129,6,WV,Wheeling Central Catholic,Wheeling Central Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingCentral-2015_L.png"
2002_9900,5,OH,Western Reserve Academy Pioneers,Western Reserve Academy,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WRA-2017_L.png"
2002_13524,5,TN,Brentwood Academy,Brentwood Academy,#N/A
2002_13167,2,IN,Indianapolis Cathedral,Indianapolis Cathedral,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Cathedral-2016.png"
2002_12607,3,PA,Bethlehem Catholic,Bethlehem Catholic,
2002_13128,4,IN,John Glenn,John Glenn,
2002_10093,3,WV,Point Pleasant Big Blacks,Point Pleasant,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_PointPleasant-2016.png"
2002_10084,6,WV,Parkersburg Catholic,Parkersburg Catholic,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_ParkCath-2017_L.png"
2002_10009,6,WV,Buffalo (Putnam),Putnam Buffalo,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Buffalo(WV)-2017_L.png"
2002_10125,6,WV,Wahama,Wahama,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Wahama-2017_L.png"
2002_10040,6,WV,Hannan,Hannan,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Hannan-2017_L.png"
2002_10037,6,WV,Guyan Valley,Guyan Valley,
2002_10126,4,WV,Wayne,Wayne,
2002_10072,6,WV,Mount Hope,Mount Hope,
2002_12543,3,PA,Hickory Hornets,Hickory,
2002_10130,1,WV,Wheeling Park,Wheeling Park,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/WheelingPark-2015__L.png"
2002_14904,3,DC,Dunbar Crimson Tide,Dunbar,#N/A
2002_10007,2,WV,Brooke,Brooke,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Brooke-2015_L.png"
2002_15009,1,NY,St Joseph's Collegiate Marauders,St Joseph's Collegiate,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StJoes-2016_L.png"
2002_14804,1,MD,Mount St Joseph,Mount St Joseph,#N/A
2002_9901,0,OH,Columbus Crusaders,Columbus Crusaders,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ColumbusCrusaders-2017_L.png"
2002_12801,5,PA,Kiski Prep,Kiski Prep,
2002_13117,2,IN,Franklin County,Franklin County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_FranklinCounty-2016.png"
2002_20026,1,OR,David Douglas,David Douglas,#N/A
2002_12559,4,PA,Wilmington Greyhounds,Wilmington,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_WilmingtonArea-2017_L.png"
2002_25017,3,ON,Assumption Catholic,Assumption Catholic,
2002_25018,2,ON,Waterdown,Waterdown,
2002_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
2002_10011,1,WV,Cabell Midland,Cabell Midland,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Midland-2016.png"
2002_11672,6,MI,Taylor Light & Life,Taylor Light & Life,
2002_25033,2,ON,Ursuline College The Pines Lancers,Ursuline College Chatham,
2002_10128,3,WV,Weir,Weir,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Weir-2015_L.png"
2002_10052,1,WV,John Marshall,John Marshall,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/JohnMarshall-2014_L-1.png"
2002_10132,5,WV,Williamstown,Williamstown,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Williamstown(WV)_2016.png"
2002_10003,6,WV,Bishop Donahue,Bishop Donahue,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x137/ohiohshelmets.webs.com/BishopDonahue-2014_L.png"
2002_10013,6,WV,Cameron,Cameron,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Cameron-2014-L.png"
2002_14906,2,DC,Roosevelt Rough Riders,Roosevelt,#N/A
2002_15010,2,NY,Aquinas Institute,Aquinas Institute,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_AquinasInstitute.png"
2002_25021,3,ON,Blenheim Bobcats,Blenheim,
2002_12538,3,PA,Franklin,Franklin,
2002_11562,6,MI,Pittsford,Pittsford,
2002_11133,6,MI,Climax-Scotts,Climax-Scotts,
2002_11520,6,MI,North Adams-Jerome,North Adams-Jerome,
2002_11429,6,MI,Litchfield,Litchfield,
2002_11675,6,MI,Tekonsha,Tekonsha,
2002_10573,2,KY,Dixie Heights,Dixie Heights,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_DixieHeights-2016.png"
2002_10762,1,KY,Trinity (Louisville),Louisville Trinity,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Trinity-2016_L.png"
2002_11490,6,MI,Morenci,Morenci,
2002_10090,4,WV,Pikeview,Pikeview,
2002_10114,5,WV,Tolsia,Tolsia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Tolsia-2017_L.png"
2002_10116,6,WV,Tucker County,Tucker County,
2002_10105,5,WV,Saint Marys,St Marys,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StMarys-2017_L.png"
2002_10588,6,KY,Fairview (Ashland),Ashland Fairview,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Fairview-2016.png"
2002_10650,3,KY,Lewis County (Vanceburg),Vanceburg Lewis County,
2002_11696,6,MI,Waldron,Waldron,
2002_11102,6,MI,Camden-Frontier,Camden-Frontier,
2002_13218,1,IN,Mishawaka,Mishawaka,
2002_10544,1,KY,Campbell County,Campbell County,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_CampbellCounty-2016.png"
2002_10506,3,KY,Ashland Blazer,Ashland Blazer,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Ashland-2016.png"
2002_10625,2,KY,Holmes (Covington),Covington Holmes ,
2002_10517,4,KY,Belfry,Belfry,
2002_25016,3,ON,St Andrew's College,St Andrew's College,
2002_12570,5,PA,Sharpsville Blue Devils,Sharpsville,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_Sharpsville-2017.png"
2002_25019,2,ON,Westdale,Westdale,
2002_12554,3,PA,Greenville Trojans,Greenville,
2003_12553,4,PA,Mercyhurst Prep,Mercyhurst Prep,
2003_12569,6,PA,Kennedy Catholic Golden Eagles,Kennedy Catholic,
2003_10756,1,KY,St Xavier (Louisville),Louisville St Xavier,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_StX-2016.png"
2003_13075,1,IN,East Central,East Central,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/_EastCentral-2016.png"
2003_10060,4,WV,Magnolia,Magnolia,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/Magnolia-2017_L.png"
2003_10085,1,WV,Parkersburg South Patriots,Parkersburg South,"https://mediaprocessor.websimages.com/width/180/crop/0,0,180x138/ohiohshelmets.webs.com/ParkersburgSouth-2015_L.png"
